CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate
3171,2012-02-09,USD,MXN,9.3613
3172,2012-02-09,USD,SAR,3.7511
3173,2012-02-09,USD,VEB,687.6
3174,2012-02-10,USD,ARS,0.9998
3175,2012-02-10,USD,AUD,1.6912
3176,2012-02-10,USD,BRL,1.788
3177,2012-02-10,USD,CAD,1.4654
3178,2012-02-10,USD,CNY,8.2804
3179,2012-02-10,USD,EUR,1.0618
3180,2012-02-10,USD,GBP,0.6598
3181,2012-02-10,USD,JPY,109.278
3182,2012-02-10,USD,MXN,9.365
3183,2012-02-10,USD,SAR,3.7509
3184,2012-02-10,USD,VEB,688.0
3185,2012-02-11,USD,ARS,0.9998
3186,2012-02-11,USD,AUD,1.6998
3187,2012-02-11,USD,BRL,1.78
3188,2012-02-11,USD,CAD,1.472
3189,2012-02-11,USD,CNY,8.28
3190,2012-02-11,USD,EUR,1.0724
3191,2012-02-11,USD,GBP,0.6606
3192,2012-02-11,USD,JPY,109.284
3193,2012-02-11,USD,MXN,9.3594
3194,2012-02-11,USD,SAR,3.7507
3195,2012-02-11,USD,VEB,688.6499
3196,2012-02-12,USD,ARS,0.9995
3197,2012-02-12,USD,AUD,1.7013
3198,2012-02-12,USD,BRL,1.785
3199,2012-02-12,USD,CAD,1.4774
3200,2012-02-12,USD,CNY,8.2802
3201,2012-02-12,USD,EUR,1.083
3202,2012-02-12,USD,GBP,0.6653
3203,2012-02-12,USD,JPY,109.636
3204,2012-02-12,USD,MXN,9.397
3205,2012-02-12,USD,SAR,3.7509
3206,2012-02-12,USD,VEB,687.5
3207,2012-02-13,USD,ARS,0.9995
3208,2012-02-13,USD,AUD,1.6969
3209,2012-02-13,USD,BRL,1.788
3210,2012-02-13,USD,CAD,1.4774
3211,2012-02-13,USD,CNY,8.2802
3212,2012-02-13,USD,EUR,1.0831
3213,2012-02-13,USD,GBP,0.6654
3214,2012-02-13,USD,JPY,109.63
3215,2012-02-13,USD,MXN,9.397
3216,2012-02-13,USD,SAR,3.7507
3217,2012-02-13,USD,VEB,688.0099
3218,2012-02-14,USD,ARS,0.9995
3219,2012-02-14,USD,AUD,1.698
3220,2012-02-14,USD,BRL,1.788
3221,2012-02-14,USD,CAD,1.4782
3222,2012-02-14,USD,CNY,8.2802
3223,2012-02-14,USD,EUR,1.0829
3224,2012-02-14,USD,GBP,0.6655
3225,2012-02-14,USD,JPY,109.5759
3226,2012-02-14,USD,MXN,9.397
3227,2012-02-14,USD,SAR,3.7509
3228,2012-02-14,USD,VEB,688.0099
3229,2012-02-15,USD,ARS,0.9998
3230,2012-02-15,USD,AUD,1.7251
3231,2012-02-15,USD,BRL,1.784
3232,2012-02-15,USD,CAD,1.4872
3233,2012-02-15,USD,CNY,8.2799
3234,2012-02-15,USD,EUR,1.0787
3235,2012-02-15,USD,GBP,0.6672
3236,2012-02-15,USD,JPY,109.403
3237,2012-02-15,USD,MXN,9.3518
3238,2012-02-15,USD,SAR,3.7509
3239,2012-02-15,USD,VEB,687.5099
3240,2012-02-16,USD,ARS,0.9998
3241,2012-02-16,USD,AUD,1.7293
3242,2012-02-16,USD,BRL,1.7884
3243,2012-02-16,USD,CAD,1.4883
3244,2012-02-16,USD,CNY,8.2796
3245,2012-02-16,USD,EUR,1.0942
3246,2012-02-16,USD,GBP,0.6704
3247,2012-02-16,USD,JPY,109.3439
3248,2012-02-16,USD,MXN,9.3467
3249,2012-02-16,USD,SAR,3.7507
3250,2012-02-16,USD,VEB,687.75
3251,2012-02-17,USD,ARS,0.9998
3252,2012-02-17,USD,AUD,1.7143
3253,2012-02-17,USD,BRL,1.796
3254,2012-02-17,USD,CAD,1.4814
3255,2012-02-17,USD,CNY,8.2798
3256,2012-02-17,USD,EUR,1.0949
3257,2012-02-17,USD,GBP,0.6697
3258,2012-02-17,USD,JPY,109.059
3259,2012-02-17,USD,MXN,9.3632
3260,2012-02-17,USD,SAR,3.7507
3261,2012-02-17,USD,VEB,688.5
3262,2012-02-18,USD,ARS,0.9998
3263,2012-02-18,USD,AUD,1.7071
3264,2012-02-18,USD,BRL,1.7928
3265,2012-02-18,USD,CAD,1.4851
3266,2012-02-18,USD,CNY,8.2804
3267,2012-02-18,USD,EUR,1.1034
3268,2012-02-18,USD,GBP,0.6686
3269,2012-02-18,USD,JPY,108.438
3270,2012-02-18,USD,MXN,9.394
3271,2012-02-18,USD,SAR,3.7509
3272,2012-02-18,USD,VEB,688.7599
3273,2012-02-19,USD,ARS,0.9995
3274,2012-02-19,USD,AUD,1.7077
3275,2012-02-19,USD,BRL,1.7923
3276,2012-02-19,USD,CAD,1.4896
3277,2012-02-19,USD,CNY,8.2805
3278,2012-02-19,USD,EUR,1.1023
3279,2012-02-19,USD,GBP,0.6646
3280,2012-02-19,USD,JPY,108.65
3281,2012-02-19,USD,MXN,9.339
3282,2012-02-19,USD,SAR,3.7507
3283,2012-02-19,USD,VEB,688.2599
3284,2012-02-20,USD,ARS,0.9995
3285,2012-02-20,USD,AUD,1.7109
3286,2012-02-20,USD,BRL,1.794
3287,2012-02-20,USD,CAD,1.4896
3288,2012-02-20,USD,CNY,8.2805
3289,2012-02-20,USD,EUR,1.1025
3290,2012-02-20,USD,GBP,0.6645
3291,2012-02-20,USD,JPY,108.65
3292,2012-02-20,USD,MXN,9.339
3293,2012-02-20,USD,SAR,3.7507
3294,2012-02-20,USD,VEB,688.2599
3295,2012-02-21,USD,ARS,0.9995
3296,2012-02-21,USD,AUD,1.707
3297,2012-02-21,USD,BRL,1.794
3298,2012-02-21,USD,CAD,1.4897
3299,2012-02-21,USD,CNY,8.2805
3300,2012-02-21,USD,EUR,1.102
3301,2012-02-21,USD,GBP,0.6647
3302,2012-02-21,USD,JPY,108.627
3303,2012-02-21,USD,MXN,9.339
3304,2012-02-21,USD,SAR,3.7507
3305,2012-02-21,USD,VEB,688.2599
3306,2012-02-22,USD,ARS,0.9998
3307,2012-02-22,USD,AUD,1.704
3308,2012-02-22,USD,BRL,1.798
3309,2012-02-22,USD,CAD,1.4869
3310,2012-02-22,USD,CNY,8.2806
3311,2012-02-22,USD,EUR,1.1009
3312,2012-02-22,USD,GBP,0.6618
3313,2012-02-22,USD,JPY,109.0789
3314,2012-02-22,USD,MXN,9.327
3315,2012-02-22,USD,SAR,3.7509
3316,2012-02-22,USD,VEB,688.5
3317,2012-02-23,USD,ARS,0.9999
3318,2012-02-23,USD,AUD,1.7161
3319,2012-02-23,USD,BRL,1.7941
3320,2012-02-23,USD,CAD,1.4885
3321,2012-02-23,USD,CNY,8.2806
3322,2012-02-23,USD,EUR,1.1092
3323,2012-02-23,USD,GBP,0.6646
3324,2012-02-23,USD,JPY,108.651
3325,2012-02-23,USD,MXN,9.3381
3326,2012-02-23,USD,SAR,3.7509
3327,2012-02-23,USD,VEB,688.75
3328,2012-02-24,USD,ARS,0.9998
3329,2012-02-24,USD,AUD,1.7299
3330,2012-02-24,USD,BRL,1.798
3331,2012-02-24,USD,CAD,1.4837
3332,2012-02-24,USD,CNY,8.2805
3333,2012-02-24,USD,EUR,1.112
3334,2012-02-24,USD,GBP,0.6659
3335,2012-02-24,USD,JPY,107.917
3336,2012-02-24,USD,MXN,9.3262
3337,2012-02-24,USD,SAR,3.7509
3338,2012-02-24,USD,VEB,687.68
3339,2012-02-25,USD,ARS,0.9998
3340,2012-02-25,USD,AUD,1.719
3341,2012-02-25,USD,BRL,1.7968
3342,2012-02-25,USD,CAD,1.483
3343,2012-02-25,USD,CNY,8.2806
3344,2012-02-25,USD,EUR,1.1013
3345,2012-02-25,USD,GBP,0.6683
3346,2012-02-25,USD,JPY,108.866
3347,2012-02-25,USD,MXN,9.3307
3348,2012-02-25,USD,SAR,3.7507
3349,2012-02-25,USD,VEB,688.75
3350,2012-02-26,USD,ARS,0.9995
3351,2012-02-26,USD,AUD,1.7262
3352,2012-02-26,USD,BRL,1.801
3353,2012-02-26,USD,CAD,1.4833
3354,2012-02-26,USD,CNY,8.2804
3355,2012-02-26,USD,EUR,1.1079
3356,2012-02-26,USD,GBP,0.666
3357,2012-02-26,USD,JPY,108.642
3358,2012-02-26,USD,MXN,9.272
3359,2012-02-26,USD,SAR,3.7509
3360,2012-02-26,USD,VEB,689.0
3361,2012-02-27,USD,ARS,0.9995
3362,2012-02-27,USD,AUD,1.7248
3363,2012-02-27,USD,BRL,1.804
3364,2012-02-27,USD,CAD,1.4839
3365,2012-02-27,USD,CNY,8.2804
3366,2012-02-27,USD,EUR,1.108
3367,2012-02-27,USD,GBP,0.6662
3368,2012-02-27,USD,JPY,108.6
3369,2012-02-27,USD,MXN,9.272
3370,2012-02-27,USD,SAR,3.7509
3371,2012-02-27,USD,VEB,689.0
3372,2012-02-28,USD,ARS,0.9995
3373,2012-02-28,USD,AUD,1.7275
3374,2012-02-28,USD,BRL,1.804
3375,2012-02-28,USD,CAD,1.4843
3376,2012-02-28,USD,CNY,8.2804
3377,2012-02-28,USD,EUR,1.1068
3378,2012-02-28,USD,GBP,0.6657
3379,2012-02-28,USD,JPY,108.637
3380,2012-02-28,USD,MXN,9.272
3381,2012-02-28,USD,SAR,3.7507
3382,2012-02-28,USD,VEB,689.0
3383,2012-02-29,USD,ARS,0.9998
3384,2012-02-29,USD,AUD,1.7189
3385,2012-02-29,USD,BRL,1.8049
3386,2012-02-29,USD,CAD,1.4856
3387,2012-02-29,USD,CNY,8.2803
3388,2012-02-29,USD,EUR,1.1046
3389,2012-02-29,USD,GBP,0.6649
3390,2012-02-29,USD,JPY,109.526
3391,2012-02-29,USD,MXN,9.2666
3392,2012-02-29,USD,SAR,3.7507
3393,2012-02-29,USD,VEB,689.0
3394,2012-03-01,USD,ARS,0.9998
3395,2012-03-01,USD,AUD,1.7165
3396,2012-03-01,USD,BRL,1.804
3397,2012-03-01,USD,CAD,1.4854
3398,2012-03-01,USD,CNY,8.2796
3399,2012-03-01,USD,EUR,1.0954
3400,2012-03-01,USD,GBP,0.6649
3401,2012-03-01,USD,JPY,109.124
3402,2012-03-01,USD,MXN,9.2254
3403,2012-03-01,USD,SAR,3.7507
3404,2012-03-01,USD,VEB,689.25
3405,2012-03-02,USD,ARS,0.9998
3406,2012-03-02,USD,AUD,1.6938
3407,2012-03-02,USD,BRL,1.812
3408,2012-03-02,USD,CAD,1.4782
3409,2012-03-02,USD,CNY,8.2805
3410,2012-03-02,USD,EUR,1.0931
3411,2012-03-02,USD,GBP,0.6667
3412,2012-03-02,USD,JPY,108.738
3413,2012-03-02,USD,MXN,9.211
3414,2012-03-02,USD,SAR,3.7507
3415,2012-03-02,USD,VEB,689.25
3416,2012-03-03,USD,ARS,0.9998
3417,2012-03-03,USD,AUD,1.6875
3418,2012-03-03,USD,BRL,1.8117
3419,2012-03-03,USD,CAD,1.474
3420,2012-03-03,USD,CNY,8.2806
3421,2012-03-03,USD,EUR,1.0906
3422,2012-03-03,USD,GBP,0.6673
3423,2012-03-03,USD,JPY,108.5969
3424,2012-03-03,USD,MXN,9.1798
3425,2012-03-03,USD,SAR,3.7509
3426,2012-03-03,USD,VEB,689.5
3427,2012-03-04,USD,ARS,0.9992
3428,2012-03-04,USD,AUD,1.6949
3429,2012-03-04,USD,BRL,1.8169
3430,2012-03-04,USD,CAD,1.476
3431,2012-03-04,USD,CNY,8.2805
3432,2012-03-04,USD,EUR,1.1035
3433,2012-03-04,USD,GBP,0.6717
3434,2012-03-04,USD,JPY,108.53
3435,2012-03-04,USD,MXN,9.297
3436,2012-03-04,USD,SAR,3.7509
3437,2012-03-04,USD,VEB,689.7599
3438,2012-03-05,USD,ARS,0.9992
3439,2012-03-05,USD,AUD,1.6949
3440,2012-03-05,USD,BRL,1.8169
3441,2012-03-05,USD,CAD,1.4773
3442,2012-03-05,USD,CNY,8.2805
3443,2012-03-05,USD,EUR,1.1027
3444,2012-03-05,USD,GBP,0.6714
3445,2012-03-05,USD,JPY,108.36
3446,2012-03-05,USD,MXN,9.297
3447,2012-03-05,USD,SAR,3.7507
3448,2012-03-05,USD,VEB,689.7599
3449,2012-03-06,USD,ARS,0.9992
3450,2012-03-06,USD,AUD,1.6929
3451,2012-03-06,USD,BRL,1.8169
3452,2012-03-06,USD,CAD,1.4763
3453,2012-03-06,USD,CNY,8.2805
3454,2012-03-06,USD,EUR,1.1027
3455,2012-03-06,USD,GBP,0.6714
3456,2012-03-06,USD,JPY,108.38
3457,2012-03-06,USD,MXN,9.297
3458,2012-03-06,USD,SAR,3.7507
3459,2012-03-06,USD,VEB,689.7599
3460,2012-03-07,USD,ARS,0.9992
3461,2012-03-07,USD,AUD,1.7003
3462,2012-03-07,USD,BRL,1.8224
3463,2012-03-07,USD,CAD,1.4778
3464,2012-03-07,USD,CNY,8.2806
3465,2012-03-07,USD,EUR,1.1094
3466,2012-03-07,USD,GBP,0.6724
3467,2012-03-07,USD,JPY,108.691
3468,2012-03-07,USD,MXN,9.2639
3469,2012-03-07,USD,SAR,3.7509
3470,2012-03-07,USD,VEB,689.69
3471,2012-03-08,USD,ARS,0.9998
3472,2012-03-08,USD,AUD,1.7223
3473,2012-03-08,USD,BRL,1.8169
3474,2012-03-08,USD,CAD,1.477
3475,2012-03-08,USD,CNY,8.2806
3476,2012-03-08,USD,EUR,1.115
3477,2012-03-08,USD,GBP,0.6743
3478,2012-03-08,USD,JPY,108.29
3479,2012-03-08,USD,MXN,9.2508
3480,2012-03-08,USD,SAR,3.7509
3481,2012-03-08,USD,VEB,689.5099
3482,2012-03-09,USD,ARS,0.9998
3483,2012-03-09,USD,AUD,1.7513
3484,2012-03-09,USD,BRL,1.823
3485,2012-03-09,USD,CAD,1.4851
3486,2012-03-09,USD,CNY,8.28
3487,2012-03-09,USD,EUR,1.1116
3488,2012-03-09,USD,GBP,0.6731
3489,2012-03-09,USD,JPY,107.167
3490,2012-03-09,USD,MXN,9.2456
3491,2012-03-09,USD,SAR,3.7509
3492,2012-03-09,USD,VEB,689.5099
3493,2012-03-10,USD,ARS,0.9998
3494,2012-03-10,USD,AUD,1.7476
3495,2012-03-10,USD,BRL,1.8204
3496,2012-03-10,USD,CAD,1.487
3497,2012-03-10,USD,CNY,8.2806
3498,2012-03-10,USD,EUR,1.1077
3499,2012-03-10,USD,GBP,0.6751
3500,2012-03-10,USD,JPY,106.9419
3501,2012-03-10,USD,MXN,9.218
3502,2012-03-10,USD,SAR,3.7509
3503,2012-03-10,USD,VEB,689.75
3504,2012-03-11,USD,ARS,0.9993
3505,2012-03-11,USD,AUD,1.742
3506,2012-03-11,USD,BRL,1.8232
3507,2012-03-11,USD,CAD,1.4847
3508,2012-03-11,USD,CNY,8.2806
3509,2012-03-11,USD,EUR,1.1093
3510,2012-03-11,USD,GBP,0.6801
3511,2012-03-11,USD,JPY,106.97
3512,2012-03-11,USD,MXN,9.2379
3513,2012-03-11,USD,SAR,3.7509
3514,2012-03-11,USD,VEB,689.5099
3515,2012-03-12,USD,ARS,0.9993
3516,2012-03-12,USD,AUD,1.7452
3517,2012-03-12,USD,BRL,1.825
3518,2012-03-12,USD,CAD,1.4844
3519,2012-03-12,USD,CNY,8.2806
3520,2012-03-12,USD,EUR,1.1073
3521,2012-03-12,USD,GBP,0.6807
3522,2012-03-12,USD,JPY,106.87
3523,2012-03-12,USD,MXN,9.2379
3524,2012-03-12,USD,SAR,3.7509
3525,2012-03-12,USD,VEB,689.5099
3526,2012-03-13,USD,ARS,0.9993
3527,2012-03-13,USD,AUD,1.7426
3528,2012-03-13,USD,BRL,1.825
3529,2012-03-13,USD,CAD,1.4846
3530,2012-03-13,USD,CNY,8.2806
3531,2012-03-13,USD,EUR,1.1085
3532,2012-03-13,USD,GBP,0.6807
3533,2012-03-13,USD,JPY,106.9
3534,2012-03-13,USD,MXN,9.2379
3535,2012-03-13,USD,SAR,3.7509
3536,2012-03-13,USD,VEB,689.5099
3537,2012-03-14,USD,ARS,0.9998
3538,2012-03-14,USD,AUD,1.7504
3539,2012-03-14,USD,BRL,1.832
3540,2012-03-14,USD,CAD,1.4836
3541,2012-03-14,USD,CNY,8.2806
3542,2012-03-14,USD,EUR,1.1105
3543,2012-03-14,USD,GBP,0.6803
3544,2012-03-14,USD,JPY,106.509
3545,2012-03-14,USD,MXN,9.2256
3546,2012-03-14,USD,SAR,3.7509
3547,2012-03-14,USD,VEB,689.5
3548,2012-03-15,USD,ARS,0.9998
3549,2012-03-15,USD,AUD,1.7558
3550,2012-03-15,USD,BRL,1.828
3551,2012-03-15,USD,CAD,1.4858
3552,2012-03-15,USD,CNY,8.2806
3553,2012-03-15,USD,EUR,1.1209
3554,2012-03-15,USD,GBP,0.6867
3555,2012-03-15,USD,JPY,106.175
3556,2012-03-15,USD,MXN,9.2309
3557,2012-03-15,USD,SAR,3.7509
3558,2012-03-15,USD,VEB,689.75
3559,2012-03-16,USD,ARS,0.9998
3560,2012-03-16,USD,AUD,1.7374
3561,2012-03-16,USD,BRL,1.824
3562,2012-03-16,USD,CAD,1.4776
3563,2012-03-16,USD,CNY,8.2796
3564,2012-03-16,USD,EUR,1.1195
3565,2012-03-16,USD,GBP,0.6853
3566,2012-03-16,USD,JPY,106.498
3567,2012-03-16,USD,MXN,9.1987
3568,2012-03-16,USD,SAR,3.7509
3569,2012-03-16,USD,VEB,689.25
3570,2012-03-17,USD,ARS,0.9998
3571,2012-03-17,USD,AUD,1.7345
3572,2012-03-17,USD,BRL,1.8228
3573,2012-03-17,USD,CAD,1.472
3574,2012-03-17,USD,CNY,8.2794
3575,2012-03-17,USD,EUR,1.1264
3576,2012-03-17,USD,GBP,0.6901
3577,2012-03-17,USD,JPY,106.706
3578,2012-03-17,USD,MXN,9.2049
3579,2012-03-17,USD,SAR,3.7509
3580,2012-03-17,USD,VEB,688.5
3581,2012-03-18,USD,ARS,0.9991
3582,2012-03-18,USD,AUD,1.7361
3583,2012-03-18,USD,BRL,1.824
3584,2012-03-18,USD,CAD,1.4735
3585,2012-03-18,USD,CNY,8.2795
3586,2012-03-18,USD,EUR,1.1112
3587,2012-03-18,USD,GBP,0.6831
3588,2012-03-18,USD,JPY,105.9839
3589,2012-03-18,USD,MXN,9.23
3590,2012-03-18,USD,SAR,3.7509
3591,2012-03-18,USD,VEB,689.5
3592,2012-03-19,USD,ARS,0.9991
3593,2012-03-19,USD,AUD,1.7361
3594,2012-03-19,USD,BRL,1.824
3595,2012-03-19,USD,CAD,1.4724
3596,2012-03-19,USD,CNY,8.2795
3597,2012-03-19,USD,EUR,1.108
3598,2012-03-19,USD,GBP,0.6832
3599,2012-03-19,USD,JPY,105.96
3600,2012-03-19,USD,MXN,9.23
3601,2012-03-19,USD,SAR,3.7507
3602,2012-03-19,USD,VEB,689.5
3603,2012-03-20,USD,ARS,0.9991
3604,2012-03-20,USD,AUD,1.7336
3605,2012-03-20,USD,BRL,1.824
3606,2012-03-20,USD,CAD,1.4742
3607,2012-03-20,USD,CNY,8.2795
3608,2012-03-20,USD,EUR,1.1116
3609,2012-03-20,USD,GBP,0.6832
3610,2012-03-20,USD,JPY,105.964
3611,2012-03-20,USD,MXN,9.2309
3612,2012-03-20,USD,SAR,3.7507
3613,2012-03-20,USD,VEB,689.5
3614,2012-03-21,USD,ARS,0.9998
3615,2012-03-21,USD,AUD,1.7383
3616,2012-03-21,USD,BRL,1.827
3617,2012-03-21,USD,CAD,1.4744
3618,2012-03-21,USD,CNY,8.2794
3619,2012-03-21,USD,EUR,1.1134
3620,2012-03-21,USD,GBP,0.6857
3621,2012-03-21,USD,JPY,105.879
3622,2012-03-21,USD,MXN,9.2211
3623,2012-03-21,USD,SAR,3.7509
3624,2012-03-21,USD,VEB,689.7599
3625,2012-03-22,USD,ARS,0.9998
3626,2012-03-22,USD,AUD,1.7589
3627,2012-03-22,USD,BRL,1.823
3628,2012-03-22,USD,CAD,1.4763
3629,2012-03-22,USD,CNY,8.2797
3630,2012-03-22,USD,EUR,1.1232
3631,2012-03-22,USD,GBP,0.6875
3632,2012-03-22,USD,JPY,105.872
3633,2012-03-22,USD,MXN,9.2797
3634,2012-03-22,USD,SAR,3.7509
3635,2012-03-22,USD,VEB,690.2619
3636,2012-03-23,USD,ARS,0.9998
3637,2012-03-23,USD,AUD,1.7699
3638,2012-03-23,USD,BRL,1.8213
3639,2012-03-23,USD,CAD,1.4816
3640,2012-03-23,USD,CNY,8.2802
3641,2012-03-23,USD,EUR,1.1487
3642,2012-03-23,USD,GBP,0.6952
3643,2012-03-23,USD,JPY,105.979
3644,2012-03-23,USD,MXN,9.3411
3645,2012-03-23,USD,SAR,3.7509
3646,2012-03-23,USD,VEB,690.0
3647,2012-03-24,USD,ARS,0.9998
3648,2012-03-24,USD,AUD,1.7888
3649,2012-03-24,USD,BRL,1.82
3650,2012-03-24,USD,CAD,1.4776
3651,2012-03-24,USD,CNY,8.2797
3652,2012-03-24,USD,EUR,1.1466
3653,2012-03-24,USD,GBP,0.6957
3654,2012-03-24,USD,JPY,105.117
3655,2012-03-24,USD,MXN,9.2959
3656,2012-03-24,USD,SAR,3.7507
3657,2012-03-24,USD,VEB,690.0
3658,2012-03-25,USD,ARS,0.9993
3659,2012-03-25,USD,AUD,1.7978
3660,2012-03-25,USD,BRL,1.819
3661,2012-03-25,USD,CAD,1.478
3662,2012-03-25,USD,CNY,8.2802
3663,2012-03-25,USD,EUR,1.1507
3664,2012-03-25,USD,GBP,0.7048
3665,2012-03-25,USD,JPY,106.18
3666,2012-03-25,USD,MXN,9.317
3667,2012-03-25,USD,SAR,3.7507
3668,2012-03-25,USD,VEB,690.25
3669,2012-03-26,USD,ARS,0.9993
3670,2012-03-26,USD,AUD,1.8005
3671,2012-03-26,USD,BRL,1.818
3672,2012-03-26,USD,CAD,1.4775
3673,2012-03-26,USD,CNY,8.2802
3674,2012-03-26,USD,EUR,1.1538
3675,2012-03-26,USD,GBP,0.7072
3676,2012-03-26,USD,JPY,106.07
3677,2012-03-26,USD,MXN,9.317
3678,2012-03-26,USD,SAR,3.7509
3679,2012-03-26,USD,VEB,690.25
3680,2012-03-27,USD,ARS,0.9993
3681,2012-03-27,USD,AUD,1.8005
3682,2012-03-27,USD,BRL,1.818
3683,2012-03-27,USD,CAD,1.4776
3684,2012-03-27,USD,CNY,8.2802
3685,2012-03-27,USD,EUR,1.1538
3686,2012-03-27,USD,GBP,0.7072
3687,2012-03-27,USD,JPY,106.071
3688,2012-03-27,USD,MXN,9.317
3689,2012-03-27,USD,SAR,3.7509
3690,2012-03-27,USD,VEB,690.25
3691,2012-03-28,USD,ARS,0.9998
3692,2012-03-28,USD,AUD,1.7822
3693,2012-03-28,USD,BRL,1.8227
3694,2012-03-28,USD,CAD,1.4813
3695,2012-03-28,USD,CNY,8.2794
3696,2012-03-28,USD,EUR,1.1638
3697,2012-03-28,USD,GBP,0.7115
3698,2012-03-28,USD,JPY,106.095
3699,2012-03-28,USD,MXN,9.2584
3700,2012-03-28,USD,SAR,3.7509
3701,2012-03-28,USD,VEB,689.9529
3702,2012-03-29,USD,ARS,0.9998
3703,2012-03-29,USD,AUD,1.7931
3704,2012-03-29,USD,BRL,1.8299
3705,2012-03-29,USD,CAD,1.4819
3706,2012-03-29,USD,CNY,8.2795
3707,2012-03-29,USD,EUR,1.1597
3708,2012-03-29,USD,GBP,0.7113
3709,2012-03-29,USD,JPY,106.991
3710,2012-03-29,USD,MXN,9.2507
3711,2012-03-29,USD,SAR,3.7509
3712,2012-03-29,USD,VEB,690.5
3713,2012-03-30,USD,ARS,0.9998
3714,2012-03-30,USD,AUD,1.8045
3715,2012-03-30,USD,BRL,1.832
3716,2012-03-30,USD,CAD,1.4827
3717,2012-03-30,USD,CNY,8.2784
3718,2012-03-30,USD,EUR,1.1647
3719,2012-03-30,USD,GBP,0.7099
3720,2012-03-30,USD,JPY,107.165
3721,2012-03-30,USD,MXN,9.3092
3722,2012-03-30,USD,SAR,3.7509
3723,2012-03-30,USD,VEB,690.3
3724,2012-03-31,USD,ARS,0.9998
3725,2012-03-31,USD,AUD,1.8221
3726,2012-03-31,USD,BRL,1.839
3727,2012-03-31,USD,CAD,1.4879
3728,2012-03-31,USD,CNY,8.2781
3729,2012-03-31,USD,EUR,1.1556
3730,2012-03-31,USD,GBP,0.7107
3731,2012-03-31,USD,JPY,107.59
3732,2012-03-31,USD,MXN,9.2958
3733,2012-03-31,USD,SAR,3.7507
3734,2012-03-31,USD,VEB,689.5
3735,2012-04-01,USD,ARS,0.9993
3736,2012-04-01,USD,AUD,1.8334
3737,2012-04-01,USD,BRL,1.844
3738,2012-04-01,USD,CAD,1.484
3739,2012-04-01,USD,CNY,8.2779
3740,2012-04-01,USD,EUR,1.1713
3741,2012-04-01,USD,GBP,0.7153
3742,2012-04-01,USD,JPY,107.325
3743,2012-04-01,USD,MXN,9.4009
3744,2012-04-01,USD,SAR,3.7507
3745,2012-04-01,USD,VEB,689.25
3746,2012-04-02,USD,ARS,0.9993
3747,2012-04-02,USD,AUD,1.8349
3748,2012-04-02,USD,BRL,1.844
3749,2012-04-02,USD,CAD,1.4834
3750,2012-04-02,USD,CNY,8.2779
3751,2012-04-02,USD,EUR,1.173
3752,2012-04-02,USD,GBP,0.7163
3753,2012-04-02,USD,JPY,107.13
3754,2012-04-02,USD,MXN,9.4009
3755,2012-04-02,USD,SAR,3.7509
3756,2012-04-02,USD,VEB,689.25
3757,2012-04-03,USD,ARS,0.9993
3758,2012-04-03,USD,AUD,1.8349
3759,2012-04-03,USD,BRL,1.844
3760,2012-04-03,USD,CAD,1.4833
3761,2012-04-03,USD,CNY,8.2779
3762,2012-04-03,USD,EUR,1.173
3763,2012-04-03,USD,GBP,0.7163
3764,2012-04-03,USD,JPY,107.102
3765,2012-04-03,USD,MXN,9.4009
3766,2012-04-03,USD,SAR,3.7507
3767,2012-04-03,USD,VEB,689.25
3768,2012-04-04,USD,ARS,0.9998
3769,2012-04-04,USD,AUD,1.8451
3770,2012-04-04,USD,BRL,1.8573
3771,2012-04-04,USD,CAD,1.4884
3772,2012-04-04,USD,CNY,8.278
3773,2012-04-04,USD,EUR,1.1715
3774,2012-04-04,USD,GBP,0.712
3775,2012-04-04,USD,JPY,106.947
3776,2012-04-04,USD,MXN,9.4332
3777,2012-04-04,USD,SAR,3.7507
3778,2012-04-04,USD,VEB,690.3
3779,2012-04-05,USD,ARS,0.9998
3780,2012-04-05,USD,AUD,1.8403
3781,2012-04-05,USD,BRL,1.852
3782,2012-04-05,USD,CAD,1.4833
3783,2012-04-05,USD,CNY,8.2787
3784,2012-04-05,USD,EUR,1.1752
3785,2012-04-05,USD,GBP,0.7093
3786,2012-04-05,USD,JPY,107.018
3787,2012-04-05,USD,MXN,9.3958
3788,2012-04-05,USD,SAR,3.7507
3789,2012-04-05,USD,VEB,690.7599
3790,2012-04-06,USD,ARS,0.9998
3791,2012-04-06,USD,AUD,1.8564
3792,2012-04-06,USD,BRL,1.856
3793,2012-04-06,USD,CAD,1.4843
3794,2012-04-06,USD,CNY,8.2782
3795,2012-04-06,USD,EUR,1.1789
3796,2012-04-06,USD,GBP,0.7089
3797,2012-04-06,USD,JPY,106.6
3798,2012-04-06,USD,MXN,9.4468
3799,2012-04-06,USD,SAR,3.7509
3800,2012-04-06,USD,VEB,690.5
3801,2012-04-07,USD,ARS,0.9998
3802,2012-04-07,USD,AUD,1.8406
3803,2012-04-07,USD,BRL,1.856
3804,2012-04-07,USD,CAD,1.4871
3805,2012-04-07,USD,CNY,8.2786
3806,2012-04-07,USD,EUR,1.1655
3807,2012-04-07,USD,GBP,0.6959
3808,2012-04-07,USD,JPY,106.711
3809,2012-04-07,USD,MXN,9.4382
3810,2012-04-07,USD,SAR,3.7509
3811,2012-04-07,USD,VEB,690.2599
3812,2012-04-08,USD,ARS,0.9993
