ProductID,Name,ProductNumber,MakeFlag,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,Size,SizeUnitMeasureCode,Weight,DaysToManufacture,ProductLine,Class,Style,ProductSubcategoryID,SellStartDate,SellEndDate,DiscontinuedDate,ProductDescriptionID,CultureID,ProductCategoryID
770,"Road-650 Black, 52",BK-R50B-52,True,True,Black,100,75,486.7066,782.99,52,CM ,19.42,4,R ,L ,U ,2,2011-05-31,2013-05-29,,1865,zh-cht,1
771,"Mountain-100 Silver, 38",BK-M82S-38,True,True,Silver,100,75,1912.1544,3399.99,38,CM ,20.35,4,M ,H ,U ,1,2011-05-31,2012-05-29,,168,en    ,1
771,"Mountain-100 Silver, 38",BK-M82S-38,True,True,Silver,100,75,1912.1544,3399.99,38,CM ,20.35,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1367,ar    ,1
771,"Mountain-100 Silver, 38",BK-M82S-38,True,True,Silver,100,75,1912.1544,3399.99,38,CM ,20.35,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1491,fr    ,1
771,"Mountain-100 Silver, 38",BK-M82S-38,True,True,Silver,100,75,1912.1544,3399.99,38,CM ,20.35,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1613,th    ,1
771,"Mountain-100 Silver, 38",BK-M82S-38,True,True,Silver,100,75,1912.1544,3399.99,38,CM ,20.35,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1735,he    ,1
771,"Mountain-100 Silver, 38",BK-M82S-38,True,True,Silver,100,75,1912.1544,3399.99,38,CM ,20.35,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1862,zh-cht,1
772,"Mountain-100 Silver, 42",BK-M82S-42,True,True,Silver,100,75,1912.1544,3399.99,42,CM ,20.77,4,M ,H ,U ,1,2011-05-31,2012-05-29,,168,en    ,1
772,"Mountain-100 Silver, 42",BK-M82S-42,True,True,Silver,100,75,1912.1544,3399.99,42,CM ,20.77,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1367,ar    ,1
772,"Mountain-100 Silver, 42",BK-M82S-42,True,True,Silver,100,75,1912.1544,3399.99,42,CM ,20.77,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1491,fr    ,1
772,"Mountain-100 Silver, 42",BK-M82S-42,True,True,Silver,100,75,1912.1544,3399.99,42,CM ,20.77,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1613,th    ,1
772,"Mountain-100 Silver, 42",BK-M82S-42,True,True,Silver,100,75,1912.1544,3399.99,42,CM ,20.77,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1735,he    ,1
772,"Mountain-100 Silver, 42",BK-M82S-42,True,True,Silver,100,75,1912.1544,3399.99,42,CM ,20.77,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1862,zh-cht,1
773,"Mountain-100 Silver, 44",BK-M82S-44,True,True,Silver,100,75,1912.1544,3399.99,44,CM ,21.13,4,M ,H ,U ,1,2011-05-31,2012-05-29,,168,en    ,1
773,"Mountain-100 Silver, 44",BK-M82S-44,True,True,Silver,100,75,1912.1544,3399.99,44,CM ,21.13,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1367,ar    ,1
773,"Mountain-100 Silver, 44",BK-M82S-44,True,True,Silver,100,75,1912.1544,3399.99,44,CM ,21.13,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1491,fr    ,1
773,"Mountain-100 Silver, 44",BK-M82S-44,True,True,Silver,100,75,1912.1544,3399.99,44,CM ,21.13,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1613,th    ,1
773,"Mountain-100 Silver, 44",BK-M82S-44,True,True,Silver,100,75,1912.1544,3399.99,44,CM ,21.13,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1735,he    ,1
773,"Mountain-100 Silver, 44",BK-M82S-44,True,True,Silver,100,75,1912.1544,3399.99,44,CM ,21.13,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1862,zh-cht,1
774,"Mountain-100 Silver, 48",BK-M82S-48,True,True,Silver,100,75,1912.1544,3399.99,48,CM ,21.42,4,M ,H ,U ,1,2011-05-31,2012-05-29,,168,en    ,1
774,"Mountain-100 Silver, 48",BK-M82S-48,True,True,Silver,100,75,1912.1544,3399.99,48,CM ,21.42,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1367,ar    ,1
774,"Mountain-100 Silver, 48",BK-M82S-48,True,True,Silver,100,75,1912.1544,3399.99,48,CM ,21.42,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1491,fr    ,1
774,"Mountain-100 Silver, 48",BK-M82S-48,True,True,Silver,100,75,1912.1544,3399.99,48,CM ,21.42,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1613,th    ,1
774,"Mountain-100 Silver, 48",BK-M82S-48,True,True,Silver,100,75,1912.1544,3399.99,48,CM ,21.42,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1735,he    ,1
774,"Mountain-100 Silver, 48",BK-M82S-48,True,True,Silver,100,75,1912.1544,3399.99,48,CM ,21.42,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1862,zh-cht,1
775,"Mountain-100 Black, 38",BK-M82B-38,True,True,Black,100,75,1898.0944,3374.99,38,CM ,20.35,4,M ,H ,U ,1,2011-05-31,2012-05-29,,168,en    ,1
775,"Mountain-100 Black, 38",BK-M82B-38,True,True,Black,100,75,1898.0944,3374.99,38,CM ,20.35,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1367,ar    ,1
775,"Mountain-100 Black, 38",BK-M82B-38,True,True,Black,100,75,1898.0944,3374.99,38,CM ,20.35,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1491,fr    ,1
775,"Mountain-100 Black, 38",BK-M82B-38,True,True,Black,100,75,1898.0944,3374.99,38,CM ,20.35,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1613,th    ,1
775,"Mountain-100 Black, 38",BK-M82B-38,True,True,Black,100,75,1898.0944,3374.99,38,CM ,20.35,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1735,he    ,1
775,"Mountain-100 Black, 38",BK-M82B-38,True,True,Black,100,75,1898.0944,3374.99,38,CM ,20.35,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1862,zh-cht,1
776,"Mountain-100 Black, 42",BK-M82B-42,True,True,Black,100,75,1898.0944,3374.99,42,CM ,20.77,4,M ,H ,U ,1,2011-05-31,2012-05-29,,168,en    ,1
776,"Mountain-100 Black, 42",BK-M82B-42,True,True,Black,100,75,1898.0944,3374.99,42,CM ,20.77,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1367,ar    ,1
776,"Mountain-100 Black, 42",BK-M82B-42,True,True,Black,100,75,1898.0944,3374.99,42,CM ,20.77,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1491,fr    ,1
776,"Mountain-100 Black, 42",BK-M82B-42,True,True,Black,100,75,1898.0944,3374.99,42,CM ,20.77,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1613,th    ,1
776,"Mountain-100 Black, 42",BK-M82B-42,True,True,Black,100,75,1898.0944,3374.99,42,CM ,20.77,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1735,he    ,1
776,"Mountain-100 Black, 42",BK-M82B-42,True,True,Black,100,75,1898.0944,3374.99,42,CM ,20.77,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1862,zh-cht,1
777,"Mountain-100 Black, 44",BK-M82B-44,True,True,Black,100,75,1898.0944,3374.99,44,CM ,21.13,4,M ,H ,U ,1,2011-05-31,2012-05-29,,168,en    ,1
777,"Mountain-100 Black, 44",BK-M82B-44,True,True,Black,100,75,1898.0944,3374.99,44,CM ,21.13,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1367,ar    ,1
777,"Mountain-100 Black, 44",BK-M82B-44,True,True,Black,100,75,1898.0944,3374.99,44,CM ,21.13,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1491,fr    ,1
777,"Mountain-100 Black, 44",BK-M82B-44,True,True,Black,100,75,1898.0944,3374.99,44,CM ,21.13,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1613,th    ,1
777,"Mountain-100 Black, 44",BK-M82B-44,True,True,Black,100,75,1898.0944,3374.99,44,CM ,21.13,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1735,he    ,1
777,"Mountain-100 Black, 44",BK-M82B-44,True,True,Black,100,75,1898.0944,3374.99,44,CM ,21.13,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1862,zh-cht,1
778,"Mountain-100 Black, 48",BK-M82B-48,True,True,Black,100,75,1898.0944,3374.99,48,CM ,21.42,4,M ,H ,U ,1,2011-05-31,2012-05-29,,168,en    ,1
778,"Mountain-100 Black, 48",BK-M82B-48,True,True,Black,100,75,1898.0944,3374.99,48,CM ,21.42,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1367,ar    ,1
778,"Mountain-100 Black, 48",BK-M82B-48,True,True,Black,100,75,1898.0944,3374.99,48,CM ,21.42,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1491,fr    ,1
778,"Mountain-100 Black, 48",BK-M82B-48,True,True,Black,100,75,1898.0944,3374.99,48,CM ,21.42,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1613,th    ,1
778,"Mountain-100 Black, 48",BK-M82B-48,True,True,Black,100,75,1898.0944,3374.99,48,CM ,21.42,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1735,he    ,1
778,"Mountain-100 Black, 48",BK-M82B-48,True,True,Black,100,75,1898.0944,3374.99,48,CM ,21.42,4,M ,H ,U ,1,2011-05-31,2012-05-29,,1862,zh-cht,1
779,"Mountain-200 Silver, 38",BK-M68S-38,True,True,Silver,100,75,1265.6195,2319.99,38,CM ,23.35,4,M ,H ,U ,1,2012-05-30,,,128,en    ,1
779,"Mountain-200 Silver, 38",BK-M68S-38,True,True,Silver,100,75,1265.6195,2319.99,38,CM ,23.35,4,M ,H ,U ,1,2012-05-30,,,1366,ar    ,1
779,"Mountain-200 Silver, 38",BK-M68S-38,True,True,Silver,100,75,1265.6195,2319.99,38,CM ,23.35,4,M ,H ,U ,1,2012-05-30,,,1490,fr    ,1
779,"Mountain-200 Silver, 38",BK-M68S-38,True,True,Silver,100,75,1265.6195,2319.99,38,CM ,23.35,4,M ,H ,U ,1,2012-05-30,,,1612,th    ,1
779,"Mountain-200 Silver, 38",BK-M68S-38,True,True,Silver,100,75,1265.6195,2319.99,38,CM ,23.35,4,M ,H ,U ,1,2012-05-30,,,1734,he    ,1
779,"Mountain-200 Silver, 38",BK-M68S-38,True,True,Silver,100,75,1265.6195,2319.99,38,CM ,23.35,4,M ,H ,U ,1,2012-05-30,,,1861,zh-cht,1
780,"Mountain-200 Silver, 42",BK-M68S-42,True,True,Silver,100,75,1265.6195,2319.99,42,CM ,23.77,4,M ,H ,U ,1,2012-05-30,,,128,en    ,1
780,"Mountain-200 Silver, 42",BK-M68S-42,True,True,Silver,100,75,1265.6195,2319.99,42,CM ,23.77,4,M ,H ,U ,1,2012-05-30,,,1366,ar    ,1
780,"Mountain-200 Silver, 42",BK-M68S-42,True,True,Silver,100,75,1265.6195,2319.99,42,CM ,23.77,4,M ,H ,U ,1,2012-05-30,,,1490,fr    ,1
780,"Mountain-200 Silver, 42",BK-M68S-42,True,True,Silver,100,75,1265.6195,2319.99,42,CM ,23.77,4,M ,H ,U ,1,2012-05-30,,,1612,th    ,1
780,"Mountain-200 Silver, 42",BK-M68S-42,True,True,Silver,100,75,1265.6195,2319.99,42,CM ,23.77,4,M ,H ,U ,1,2012-05-30,,,1734,he    ,1
780,"Mountain-200 Silver, 42",BK-M68S-42,True,True,Silver,100,75,1265.6195,2319.99,42,CM ,23.77,4,M ,H ,U ,1,2012-05-30,,,1861,zh-cht,1
781,"Mountain-200 Silver, 46",BK-M68S-46,True,True,Silver,100,75,1265.6195,2319.99,46,CM ,24.13,4,M ,H ,U ,1,2012-05-30,,,128,en    ,1
781,"Mountain-200 Silver, 46",BK-M68S-46,True,True,Silver,100,75,1265.6195,2319.99,46,CM ,24.13,4,M ,H ,U ,1,2012-05-30,,,1366,ar    ,1
781,"Mountain-200 Silver, 46",BK-M68S-46,True,True,Silver,100,75,1265.6195,2319.99,46,CM ,24.13,4,M ,H ,U ,1,2012-05-30,,,1490,fr    ,1
781,"Mountain-200 Silver, 46",BK-M68S-46,True,True,Silver,100,75,1265.6195,2319.99,46,CM ,24.13,4,M ,H ,U ,1,2012-05-30,,,1612,th    ,1
781,"Mountain-200 Silver, 46",BK-M68S-46,True,True,Silver,100,75,1265.6195,2319.99,46,CM ,24.13,4,M ,H ,U ,1,2012-05-30,,,1734,he    ,1
781,"Mountain-200 Silver, 46",BK-M68S-46,True,True,Silver,100,75,1265.6195,2319.99,46,CM ,24.13,4,M ,H ,U ,1,2012-05-30,,,1861,zh-cht,1
782,"Mountain-200 Black, 38",BK-M68B-38,True,True,Black,100,75,1251.9813,2294.99,38,CM ,23.35,4,M ,H ,U ,1,2012-05-30,,,128,en    ,1
782,"Mountain-200 Black, 38",BK-M68B-38,True,True,Black,100,75,1251.9813,2294.99,38,CM ,23.35,4,M ,H ,U ,1,2012-05-30,,,1366,ar    ,1
782,"Mountain-200 Black, 38",BK-M68B-38,True,True,Black,100,75,1251.9813,2294.99,38,CM ,23.35,4,M ,H ,U ,1,2012-05-30,,,1490,fr    ,1
782,"Mountain-200 Black, 38",BK-M68B-38,True,True,Black,100,75,1251.9813,2294.99,38,CM ,23.35,4,M ,H ,U ,1,2012-05-30,,,1612,th    ,1
782,"Mountain-200 Black, 38",BK-M68B-38,True,True,Black,100,75,1251.9813,2294.99,38,CM ,23.35,4,M ,H ,U ,1,2012-05-30,,,1734,he    ,1
782,"Mountain-200 Black, 38",BK-M68B-38,True,True,Black,100,75,1251.9813,2294.99,38,CM ,23.35,4,M ,H ,U ,1,2012-05-30,,,1861,zh-cht,1
783,"Mountain-200 Black, 42",BK-M68B-42,True,True,Black,100,75,1251.9813,2294.99,42,CM ,23.77,4,M ,H ,U ,1,2012-05-30,,,128,en    ,1
783,"Mountain-200 Black, 42",BK-M68B-42,True,True,Black,100,75,1251.9813,2294.99,42,CM ,23.77,4,M ,H ,U ,1,2012-05-30,,,1366,ar    ,1
783,"Mountain-200 Black, 42",BK-M68B-42,True,True,Black,100,75,1251.9813,2294.99,42,CM ,23.77,4,M ,H ,U ,1,2012-05-30,,,1490,fr    ,1
783,"Mountain-200 Black, 42",BK-M68B-42,True,True,Black,100,75,1251.9813,2294.99,42,CM ,23.77,4,M ,H ,U ,1,2012-05-30,,,1612,th    ,1
783,"Mountain-200 Black, 42",BK-M68B-42,True,True,Black,100,75,1251.9813,2294.99,42,CM ,23.77,4,M ,H ,U ,1,2012-05-30,,,1734,he    ,1
783,"Mountain-200 Black, 42",BK-M68B-42,True,True,Black,100,75,1251.9813,2294.99,42,CM ,23.77,4,M ,H ,U ,1,2012-05-30,,,1861,zh-cht,1
784,"Mountain-200 Black, 46",BK-M68B-46,True,True,Black,100,75,1251.9813,2294.99,46,CM ,24.13,4,M ,H ,U ,1,2012-05-30,,,128,en    ,1
784,"Mountain-200 Black, 46",BK-M68B-46,True,True,Black,100,75,1251.9813,2294.99,46,CM ,24.13,4,M ,H ,U ,1,2012-05-30,,,1366,ar    ,1
784,"Mountain-200 Black, 46",BK-M68B-46,True,True,Black,100,75,1251.9813,2294.99,46,CM ,24.13,4,M ,H ,U ,1,2012-05-30,,,1490,fr    ,1
784,"Mountain-200 Black, 46",BK-M68B-46,True,True,Black,100,75,1251.9813,2294.99,46,CM ,24.13,4,M ,H ,U ,1,2012-05-30,,,1612,th    ,1
784,"Mountain-200 Black, 46",BK-M68B-46,True,True,Black,100,75,1251.9813,2294.99,46,CM ,24.13,4,M ,H ,U ,1,2012-05-30,,,1734,he    ,1
784,"Mountain-200 Black, 46",BK-M68B-46,True,True,Black,100,75,1251.9813,2294.99,46,CM ,24.13,4,M ,H ,U ,1,2012-05-30,,,1861,zh-cht,1
785,"Mountain-300 Black, 38",BK-M47B-38,True,True,Black,100,75,598.4354,1079.99,38,CM ,25.35,4,M ,M ,U ,1,2012-05-30,2013-05-29,,88,en    ,1
785,"Mountain-300 Black, 38",BK-M47B-38,True,True,Black,100,75,598.4354,1079.99,38,CM ,25.35,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1365,ar    ,1
785,"Mountain-300 Black, 38",BK-M47B-38,True,True,Black,100,75,598.4354,1079.99,38,CM ,25.35,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1489,fr    ,1
785,"Mountain-300 Black, 38",BK-M47B-38,True,True,Black,100,75,598.4354,1079.99,38,CM ,25.35,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1611,th    ,1
785,"Mountain-300 Black, 38",BK-M47B-38,True,True,Black,100,75,598.4354,1079.99,38,CM ,25.35,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1733,he    ,1
785,"Mountain-300 Black, 38",BK-M47B-38,True,True,Black,100,75,598.4354,1079.99,38,CM ,25.35,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1860,zh-cht,1
786,"Mountain-300 Black, 40",BK-M47B-40,True,True,Black,100,75,598.4354,1079.99,40,CM ,25.77,4,M ,M ,U ,1,2012-05-30,2013-05-29,,88,en    ,1
786,"Mountain-300 Black, 40",BK-M47B-40,True,True,Black,100,75,598.4354,1079.99,40,CM ,25.77,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1365,ar    ,1
786,"Mountain-300 Black, 40",BK-M47B-40,True,True,Black,100,75,598.4354,1079.99,40,CM ,25.77,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1489,fr    ,1
786,"Mountain-300 Black, 40",BK-M47B-40,True,True,Black,100,75,598.4354,1079.99,40,CM ,25.77,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1611,th    ,1
786,"Mountain-300 Black, 40",BK-M47B-40,True,True,Black,100,75,598.4354,1079.99,40,CM ,25.77,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1733,he    ,1
786,"Mountain-300 Black, 40",BK-M47B-40,True,True,Black,100,75,598.4354,1079.99,40,CM ,25.77,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1860,zh-cht,1
787,"Mountain-300 Black, 44",BK-M47B-44,True,True,Black,100,75,598.4354,1079.99,44,CM ,26.13,4,M ,M ,U ,1,2012-05-30,2013-05-29,,88,en    ,1
787,"Mountain-300 Black, 44",BK-M47B-44,True,True,Black,100,75,598.4354,1079.99,44,CM ,26.13,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1365,ar    ,1
787,"Mountain-300 Black, 44",BK-M47B-44,True,True,Black,100,75,598.4354,1079.99,44,CM ,26.13,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1489,fr    ,1
787,"Mountain-300 Black, 44",BK-M47B-44,True,True,Black,100,75,598.4354,1079.99,44,CM ,26.13,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1611,th    ,1
787,"Mountain-300 Black, 44",BK-M47B-44,True,True,Black,100,75,598.4354,1079.99,44,CM ,26.13,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1733,he    ,1
787,"Mountain-300 Black, 44",BK-M47B-44,True,True,Black,100,75,598.4354,1079.99,44,CM ,26.13,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1860,zh-cht,1
788,"Mountain-300 Black, 48",BK-M47B-48,True,True,Black,100,75,598.4354,1079.99,48,CM ,26.42,4,M ,M ,U ,1,2012-05-30,2013-05-29,,88,en    ,1
788,"Mountain-300 Black, 48",BK-M47B-48,True,True,Black,100,75,598.4354,1079.99,48,CM ,26.42,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1365,ar    ,1
788,"Mountain-300 Black, 48",BK-M47B-48,True,True,Black,100,75,598.4354,1079.99,48,CM ,26.42,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1489,fr    ,1
788,"Mountain-300 Black, 48",BK-M47B-48,True,True,Black,100,75,598.4354,1079.99,48,CM ,26.42,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1611,th    ,1
788,"Mountain-300 Black, 48",BK-M47B-48,True,True,Black,100,75,598.4354,1079.99,48,CM ,26.42,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1733,he    ,1
788,"Mountain-300 Black, 48",BK-M47B-48,True,True,Black,100,75,598.4354,1079.99,48,CM ,26.42,4,M ,M ,U ,1,2012-05-30,2013-05-29,,1860,zh-cht,1
789,"Road-250 Red, 44",BK-R89R-44,True,True,Red,100,75,1518.7864,2443.35,44,CM ,14.77,4,R ,H ,U ,2,2012-05-30,2013-05-29,,409,en    ,1
789,"Road-250 Red, 44",BK-R89R-44,True,True,Red,100,75,1518.7864,2443.35,44,CM ,14.77,4,R ,H ,U ,2,2012-05-30,2013-05-29,,1376,ar    ,1
789,"Road-250 Red, 44",BK-R89R-44,True,True,Red,100,75,1518.7864,2443.35,44,CM ,14.77,4,R ,H ,U ,2,2012-05-30,2013-05-29,,1500,fr    ,1
789,"Road-250 Red, 44",BK-R89R-44,True,True,Red,100,75,1518.7864,2443.35,44,CM ,14.77,4,R ,H ,U ,2,2012-05-30,2013-05-29,,1622,th    ,1
789,"Road-250 Red, 44",BK-R89R-44,True,True,Red,100,75,1518.7864,2443.35,44,CM ,14.77,4,R ,H ,U ,2,2012-05-30,2013-05-29,,1744,he    ,1
789,"Road-250 Red, 44",BK-R89R-44,True,True,Red,100,75,1518.7864,2443.35,44,CM ,14.77,4,R ,H ,U ,2,2012-05-30,2013-05-29,,1871,zh-cht,1
790,"Road-250 Red, 48",BK-R89R-48,True,True,Red,100,75,1518.7864,2443.35,48,CM ,15.13,4,R ,H ,U ,2,2012-05-30,2013-05-29,,409,en    ,1
790,"Road-250 Red, 48",BK-R89R-48,True,True,Red,100,75,1518.7864,2443.35,48,CM ,15.13,4,R ,H ,U ,2,2012-05-30,2013-05-29,,1376,ar    ,1
790,"Road-250 Red, 48",BK-R89R-48,True,True,Red,100,75,1518.7864,2443.35,48,CM ,15.13,4,R ,H ,U ,2,2012-05-30,2013-05-29,,1500,fr    ,1
790,"Road-250 Red, 48",BK-R89R-48,True,True,Red,100,75,1518.7864,2443.35,48,CM ,15.13,4,R ,H ,U ,2,2012-05-30,2013-05-29,,1622,th    ,1
790,"Road-250 Red, 48",BK-R89R-48,True,True,Red,100,75,1518.7864,2443.35,48,CM ,15.13,4,R ,H ,U ,2,2012-05-30,2013-05-29,,1744,he    ,1
790,"Road-250 Red, 48",BK-R89R-48,True,True,Red,100,75,1518.7864,2443.35,48,CM ,15.13,4,R ,H ,U ,2,2012-05-30,2013-05-29,,1871,zh-cht,1
791,"Road-250 Red, 52",BK-R89R-52,True,True,Red,100,75,1518.7864,2443.35,52,CM ,15.42,4,R ,H ,U ,2,2012-05-30,2013-05-29,,409,en    ,1
791,"Road-250 Red, 52",BK-R89R-52,True,True,Red,100,75,1518.7864,2443.35,52,CM ,15.42,4,R ,H ,U ,2,2012-05-30,2013-05-29,,1376,ar    ,1
791,"Road-250 Red, 52",BK-R89R-52,True,True,Red,100,75,1518.7864,2443.35,52,CM ,15.42,4,R ,H ,U ,2,2012-05-30,2013-05-29,,1500,fr    ,1
791,"Road-250 Red, 52",BK-R89R-52,True,True,Red,100,75,1518.7864,2443.35,52,CM ,15.42,4,R ,H ,U ,2,2012-05-30,2013-05-29,,1622,th    ,1
791,"Road-250 Red, 52",BK-R89R-52,True,True,Red,100,75,1518.7864,2443.35,52,CM ,15.42,4,R ,H ,U ,2,2012-05-30,2013-05-29,,1744,he    ,1
791,"Road-250 Red, 52",BK-R89R-52,True,True,Red,100,75,1518.7864,2443.35,52,CM ,15.42,4,R ,H ,U ,2,2012-05-30,2013-05-29,,1871,zh-cht,1
792,"Road-250 Red, 58",BK-R89R-58,True,True,Red,100,75,1554.9479,2443.35,58,CM ,15.79,4,R ,H ,U ,2,2012-05-30,,,409,en    ,1
792,"Road-250 Red, 58",BK-R89R-58,True,True,Red,100,75,1554.9479,2443.35,58,CM ,15.79,4,R ,H ,U ,2,2012-05-30,,,1376,ar    ,1
792,"Road-250 Red, 58",BK-R89R-58,True,True,Red,100,75,1554.9479,2443.35,58,CM ,15.79,4,R ,H ,U ,2,2012-05-30,,,1500,fr    ,1
792,"Road-250 Red, 58",BK-R89R-58,True,True,Red,100,75,1554.9479,2443.35,58,CM ,15.79,4,R ,H ,U ,2,2012-05-30,,,1622,th    ,1
792,"Road-250 Red, 58",BK-R89R-58,True,True,Red,100,75,1554.9479,2443.35,58,CM ,15.79,4,R ,H ,U ,2,2012-05-30,,,1744,he    ,1
792,"Road-250 Red, 58",BK-R89R-58,True,True,Red,100,75,1554.9479,2443.35,58,CM ,15.79,4,R ,H ,U ,2,2012-05-30,,,1871,zh-cht,1
793,"Road-250 Black, 44",BK-R89B-44,True,True,Black,100,75,1554.9479,2443.35,44,CM ,14.77,4,R ,H ,U ,2,2012-05-30,,,409,en    ,1
793,"Road-250 Black, 44",BK-R89B-44,True,True,Black,100,75,1554.9479,2443.35,44,CM ,14.77,4,R ,H ,U ,2,2012-05-30,,,1376,ar    ,1
793,"Road-250 Black, 44",BK-R89B-44,True,True,Black,100,75,1554.9479,2443.35,44,CM ,14.77,4,R ,H ,U ,2,2012-05-30,,,1500,fr    ,1
793,"Road-250 Black, 44",BK-R89B-44,True,True,Black,100,75,1554.9479,2443.35,44,CM ,14.77,4,R ,H ,U ,2,2012-05-30,,,1622,th    ,1
793,"Road-250 Black, 44",BK-R89B-44,True,True,Black,100,75,1554.9479,2443.35,44,CM ,14.77,4,R ,H ,U ,2,2012-05-30,,,1744,he    ,1
793,"Road-250 Black, 44",BK-R89B-44,True,True,Black,100,75,1554.9479,2443.35,44,CM ,14.77,4,R ,H ,U ,2,2012-05-30,,,1871,zh-cht,1
794,"Road-250 Black, 48",BK-R89B-48,True,True,Black,100,75,1554.9479,2443.35,48,CM ,15.13,4,R ,H ,U ,2,2012-05-30,,,409,en    ,1
794,"Road-250 Black, 48",BK-R89B-48,True,True,Black,100,75,1554.9479,2443.35,48,CM ,15.13,4,R ,H ,U ,2,2012-05-30,,,1376,ar    ,1
794,"Road-250 Black, 48",BK-R89B-48,True,True,Black,100,75,1554.9479,2443.35,48,CM ,15.13,4,R ,H ,U ,2,2012-05-30,,,1500,fr    ,1
794,"Road-250 Black, 48",BK-R89B-48,True,True,Black,100,75,1554.9479,2443.35,48,CM ,15.13,4,R ,H ,U ,2,2012-05-30,,,1622,th    ,1
794,"Road-250 Black, 48",BK-R89B-48,True,True,Black,100,75,1554.9479,2443.35,48,CM ,15.13,4,R ,H ,U ,2,2012-05-30,,,1744,he    ,1
794,"Road-250 Black, 48",BK-R89B-48,True,True,Black,100,75,1554.9479,2443.35,48,CM ,15.13,4,R ,H ,U ,2,2012-05-30,,,1871,zh-cht,1
795,"Road-250 Black, 52",BK-R89B-52,True,True,Black,100,75,1554.9479,2443.35,52,CM ,15.42,4,R ,H ,U ,2,2012-05-30,,,409,en    ,1
795,"Road-250 Black, 52",BK-R89B-52,True,True,Black,100,75,1554.9479,2443.35,52,CM ,15.42,4,R ,H ,U ,2,2012-05-30,,,1376,ar    ,1
795,"Road-250 Black, 52",BK-R89B-52,True,True,Black,100,75,1554.9479,2443.35,52,CM ,15.42,4,R ,H ,U ,2,2012-05-30,,,1500,fr    ,1
795,"Road-250 Black, 52",BK-R89B-52,True,True,Black,100,75,1554.9479,2443.35,52,CM ,15.42,4,R ,H ,U ,2,2012-05-30,,,1622,th    ,1
795,"Road-250 Black, 52",BK-R89B-52,True,True,Black,100,75,1554.9479,2443.35,52,CM ,15.42,4,R ,H ,U ,2,2012-05-30,,,1744,he    ,1
