ProductID,Name,ProductNumber,MakeFlag,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,Size,SizeUnitMeasureCode,Weight,WeightUnitMeasureCode,DaysToManufacture,ProductLine,Class,Style,ProductSubcategoryID,SellStartDate,SellEndDate,DiscontinuedDate
730,"LL Road Frame - Red, 62",FR-R38R-62,True,True,Red,500,375,187.1571,337.22,62,CM ,2.5,LB ,1,R ,L ,U ,14.0,2011-05-31,2013-05-29,
731,"ML Road Frame - Red, 44",FR-R72R-44,True,True,Red,500,375,352.1394,594.83,44,CM ,2.22,LB ,1,R ,M ,U ,14.0,2011-05-31,2012-05-29,
732,"ML Road Frame - Red, 48",FR-R72R-48,True,True,Red,500,375,352.1394,594.83,48,CM ,2.26,LB ,1,R ,M ,U ,14.0,2011-05-31,2012-05-29,
733,"ML Road Frame - Red, 52",FR-R72R-52,True,True,Red,500,375,352.1394,594.83,52,CM ,2.3,LB ,1,R ,M ,U ,14.0,2011-05-31,2012-05-29,
734,"ML Road Frame - Red, 58",FR-R72R-58,True,True,Red,500,375,352.1394,594.83,58,CM ,2.36,LB ,1,R ,M ,U ,14.0,2011-05-31,2012-05-29,
735,"ML Road Frame - Red, 60",FR-R72R-60,True,True,Red,500,375,352.1394,594.83,60,CM ,2.38,LB ,1,R ,M ,U ,14.0,2011-05-31,2012-05-29,
736,"LL Road Frame - Black, 44",FR-R38B-44,True,True,Black,500,375,204.6251,337.22,44,CM ,2.32,LB ,1,R ,L ,U ,14.0,2011-05-31,,
737,"LL Road Frame - Black, 48",FR-R38B-48,True,True,Black,500,375,204.6251,337.22,48,CM ,2.36,LB ,1,R ,L ,U ,14.0,2011-05-31,,
738,"LL Road Frame - Black, 52",FR-R38B-52,True,True,Black,500,375,204.6251,337.22,52,CM ,2.4,LB ,1,R ,L ,U ,14.0,2011-05-31,,
739,"HL Mountain Frame - Silver, 42",FR-M94S-42,True,True,Silver,500,375,747.2002,1364.5,42,CM ,2.72,LB ,1,M ,H ,U ,12.0,2011-05-31,,
740,"HL Mountain Frame - Silver, 44",FR-M94S-44,True,True,Silver,500,375,706.811,1364.5,44,CM ,2.76,LB ,1,M ,H ,U ,12.0,2011-05-31,2012-05-29,
741,"HL Mountain Frame - Silver, 48",FR-M94S-52,True,True,Silver,500,375,706.811,1364.5,48,CM ,2.8,LB ,1,M ,H ,U ,12.0,2011-05-31,2012-05-29,
742,"HL Mountain Frame - Silver, 46",FR-M94S-46,True,True,Silver,500,375,747.2002,1364.5,46,CM ,2.84,LB ,1,M ,H ,U ,12.0,2011-05-31,,
743,"HL Mountain Frame - Black, 42",FR-M94B-42,True,True,Black,500,375,739.041,1349.6,42,CM ,2.72,LB ,1,M ,H ,U ,12.0,2011-05-31,,
744,"HL Mountain Frame - Black, 44",FR-M94B-44,True,True,Black,500,375,699.0928,1349.6,44,CM ,2.76,LB ,1,M ,H ,U ,12.0,2011-05-31,2012-05-29,
745,"HL Mountain Frame - Black, 48",FR-M94B-48,True,True,Black,500,375,699.0928,1349.6,48,CM ,2.8,LB ,1,M ,H ,U ,12.0,2011-05-31,2012-05-29,
746,"HL Mountain Frame - Black, 46",FR-M94B-46,True,True,Black,500,375,739.041,1349.6,46,CM ,2.84,LB ,1,M ,H ,U ,12.0,2011-05-31,,
747,"HL Mountain Frame - Black, 38",FR-M94B-38,True,True,Black,500,375,739.041,1349.6,38,CM ,2.68,LB ,2,M ,H ,U ,12.0,2011-05-31,,
748,"HL Mountain Frame - Silver, 38",FR-M94S-38,True,True,Silver,500,375,747.2002,1364.5,38,CM ,2.68,LB ,2,M ,H ,U ,12.0,2011-05-31,,
749,"Road-150 Red, 62",BK-R93R-62,True,True,Red,100,75,2171.2942,3578.27,62,CM ,15.0,LB ,4,R ,H ,U ,2.0,2011-05-31,2012-05-29,
750,"Road-150 Red, 44",BK-R93R-44,True,True,Red,100,75,2171.2942,3578.27,44,CM ,13.77,LB ,4,R ,H ,U ,2.0,2011-05-31,2012-05-29,
751,"Road-150 Red, 48",BK-R93R-48,True,True,Red,100,75,2171.2942,3578.27,48,CM ,14.13,LB ,4,R ,H ,U ,2.0,2011-05-31,2012-05-29,
752,"Road-150 Red, 52",BK-R93R-52,True,True,Red,100,75,2171.2942,3578.27,52,CM ,14.42,LB ,4,R ,H ,U ,2.0,2011-05-31,2012-05-29,
753,"Road-150 Red, 56",BK-R93R-56,True,True,Red,100,75,2171.2942,3578.27,56,CM ,14.68,LB ,4,R ,H ,U ,2.0,2011-05-31,2012-05-29,
754,"Road-450 Red, 58",BK-R68R-58,True,True,Red,100,75,884.7083,1457.99,58,CM ,17.79,LB ,4,R ,M ,U ,2.0,2011-05-31,2012-05-29,
755,"Road-450 Red, 60",BK-R68R-60,True,True,Red,100,75,884.7083,1457.99,60,CM ,17.9,LB ,4,R ,M ,U ,2.0,2011-05-31,2012-05-29,
756,"Road-450 Red, 44",BK-R68R-44,True,True,Red,100,75,884.7083,1457.99,44,CM ,16.77,LB ,4,R ,M ,U ,2.0,2011-05-31,2012-05-29,
757,"Road-450 Red, 48",BK-R68R-48,True,True,Red,100,75,884.7083,1457.99,48,CM ,17.13,LB ,4,R ,M ,U ,2.0,2011-05-31,2012-05-29,
758,"Road-450 Red, 52",BK-R68R-52,True,True,Red,100,75,884.7083,1457.99,52,CM ,17.42,LB ,4,R ,M ,U ,2.0,2011-05-31,2012-05-29,
759,"Road-650 Red, 58",BK-R50R-58,True,True,Red,100,75,486.7066,782.99,58,CM ,19.79,LB ,4,R ,L ,U ,2.0,2011-05-31,2013-05-29,
760,"Road-650 Red, 60",BK-R50R-60,True,True,Red,100,75,486.7066,782.99,60,CM ,19.9,LB ,4,R ,L ,U ,2.0,2011-05-31,2013-05-29,
761,"Road-650 Red, 62",BK-R50R-62,True,True,Red,100,75,486.7066,782.99,62,CM ,20.0,LB ,4,R ,L ,U ,2.0,2011-05-31,2013-05-29,
762,"Road-650 Red, 44",BK-R50R-44,True,True,Red,100,75,486.7066,782.99,44,CM ,18.77,LB ,4,R ,L ,U ,2.0,2011-05-31,2013-05-29,
763,"Road-650 Red, 48",BK-R50R-48,True,True,Red,100,75,486.7066,782.99,48,CM ,19.13,LB ,4,R ,L ,U ,2.0,2011-05-31,2013-05-29,
764,"Road-650 Red, 52",BK-R50R-52,True,True,Red,100,75,486.7066,782.99,52,CM ,19.42,LB ,4,R ,L ,U ,2.0,2011-05-31,2013-05-29,
765,"Road-650 Black, 58",BK-R50B-58,True,True,Black,100,75,486.7066,782.99,58,CM ,19.79,LB ,4,R ,L ,U ,2.0,2011-05-31,2013-05-29,
766,"Road-650 Black, 60",BK-R50B-60,True,True,Black,100,75,486.7066,782.99,60,CM ,19.9,LB ,4,R ,L ,U ,2.0,2011-05-31,2013-05-29,
767,"Road-650 Black, 62",BK-R50B-62,True,True,Black,100,75,486.7066,782.99,62,CM ,20.0,LB ,4,R ,L ,U ,2.0,2011-05-31,2013-05-29,
768,"Road-650 Black, 44",BK-R50B-44,True,True,Black,100,75,486.7066,782.99,44,CM ,18.77,LB ,4,R ,L ,U ,2.0,2011-05-31,2013-05-29,
769,"Road-650 Black, 48",BK-R50B-48,True,True,Black,100,75,486.7066,782.99,48,CM ,19.13,LB ,4,R ,L ,U ,2.0,2011-05-31,2013-05-29,
770,"Road-650 Black, 52",BK-R50B-52,True,True,Black,100,75,486.7066,782.99,52,CM ,19.42,LB ,4,R ,L ,U ,2.0,2011-05-31,2013-05-29,
771,"Mountain-100 Silver, 38",BK-M82S-38,True,True,Silver,100,75,1912.1544,3399.99,38,CM ,20.35,LB ,4,M ,H ,U ,1.0,2011-05-31,2012-05-29,
772,"Mountain-100 Silver, 42",BK-M82S-42,True,True,Silver,100,75,1912.1544,3399.99,42,CM ,20.77,LB ,4,M ,H ,U ,1.0,2011-05-31,2012-05-29,
773,"Mountain-100 Silver, 44",BK-M82S-44,True,True,Silver,100,75,1912.1544,3399.99,44,CM ,21.13,LB ,4,M ,H ,U ,1.0,2011-05-31,2012-05-29,
774,"Mountain-100 Silver, 48",BK-M82S-48,True,True,Silver,100,75,1912.1544,3399.99,48,CM ,21.42,LB ,4,M ,H ,U ,1.0,2011-05-31,2012-05-29,
775,"Mountain-100 Black, 38",BK-M82B-38,True,True,Black,100,75,1898.0944,3374.99,38,CM ,20.35,LB ,4,M ,H ,U ,1.0,2011-05-31,2012-05-29,
776,"Mountain-100 Black, 42",BK-M82B-42,True,True,Black,100,75,1898.0944,3374.99,42,CM ,20.77,LB ,4,M ,H ,U ,1.0,2011-05-31,2012-05-29,
777,"Mountain-100 Black, 44",BK-M82B-44,True,True,Black,100,75,1898.0944,3374.99,44,CM ,21.13,LB ,4,M ,H ,U ,1.0,2011-05-31,2012-05-29,
778,"Mountain-100 Black, 48",BK-M82B-48,True,True,Black,100,75,1898.0944,3374.99,48,CM ,21.42,LB ,4,M ,H ,U ,1.0,2011-05-31,2012-05-29,
779,"Mountain-200 Silver, 38",BK-M68S-38,True,True,Silver,100,75,1265.6195,2319.99,38,CM ,23.35,LB ,4,M ,H ,U ,1.0,2012-05-30,,
780,"Mountain-200 Silver, 42",BK-M68S-42,True,True,Silver,100,75,1265.6195,2319.99,42,CM ,23.77,LB ,4,M ,H ,U ,1.0,2012-05-30,,
781,"Mountain-200 Silver, 46",BK-M68S-46,True,True,Silver,100,75,1265.6195,2319.99,46,CM ,24.13,LB ,4,M ,H ,U ,1.0,2012-05-30,,
782,"Mountain-200 Black, 38",BK-M68B-38,True,True,Black,100,75,1251.9813,2294.99,38,CM ,23.35,LB ,4,M ,H ,U ,1.0,2012-05-30,,
783,"Mountain-200 Black, 42",BK-M68B-42,True,True,Black,100,75,1251.9813,2294.99,42,CM ,23.77,LB ,4,M ,H ,U ,1.0,2012-05-30,,
784,"Mountain-200 Black, 46",BK-M68B-46,True,True,Black,100,75,1251.9813,2294.99,46,CM ,24.13,LB ,4,M ,H ,U ,1.0,2012-05-30,,
785,"Mountain-300 Black, 38",BK-M47B-38,True,True,Black,100,75,598.4354,1079.99,38,CM ,25.35,LB ,4,M ,M ,U ,1.0,2012-05-30,2013-05-29,
786,"Mountain-300 Black, 40",BK-M47B-40,True,True,Black,100,75,598.4354,1079.99,40,CM ,25.77,LB ,4,M ,M ,U ,1.0,2012-05-30,2013-05-29,
787,"Mountain-300 Black, 44",BK-M47B-44,True,True,Black,100,75,598.4354,1079.99,44,CM ,26.13,LB ,4,M ,M ,U ,1.0,2012-05-30,2013-05-29,
788,"Mountain-300 Black, 48",BK-M47B-48,True,True,Black,100,75,598.4354,1079.99,48,CM ,26.42,LB ,4,M ,M ,U ,1.0,2012-05-30,2013-05-29,
789,"Road-250 Red, 44",BK-R89R-44,True,True,Red,100,75,1518.7864,2443.35,44,CM ,14.77,LB ,4,R ,H ,U ,2.0,2012-05-30,2013-05-29,
790,"Road-250 Red, 48",BK-R89R-48,True,True,Red,100,75,1518.7864,2443.35,48,CM ,15.13,LB ,4,R ,H ,U ,2.0,2012-05-30,2013-05-29,
791,"Road-250 Red, 52",BK-R89R-52,True,True,Red,100,75,1518.7864,2443.35,52,CM ,15.42,LB ,4,R ,H ,U ,2.0,2012-05-30,2013-05-29,
792,"Road-250 Red, 58",BK-R89R-58,True,True,Red,100,75,1554.9479,2443.35,58,CM ,15.79,LB ,4,R ,H ,U ,2.0,2012-05-30,,
793,"Road-250 Black, 44",BK-R89B-44,True,True,Black,100,75,1554.9479,2443.35,44,CM ,14.77,LB ,4,R ,H ,U ,2.0,2012-05-30,,
794,"Road-250 Black, 48",BK-R89B-48,True,True,Black,100,75,1554.9479,2443.35,48,CM ,15.13,LB ,4,R ,H ,U ,2.0,2012-05-30,,
795,"Road-250 Black, 52",BK-R89B-52,True,True,Black,100,75,1554.9479,2443.35,52,CM ,15.42,LB ,4,R ,H ,U ,2.0,2012-05-30,,
796,"Road-250 Black, 58",BK-R89B-58,True,True,Black,100,75,1554.9479,2443.35,58,CM ,15.68,LB ,4,R ,H ,U ,2.0,2012-05-30,,
797,"Road-550-W Yellow, 38",BK-R64Y-38,True,True,Yellow,100,75,713.0798,1120.49,38,CM ,17.35,LB ,4,R ,M ,W ,2.0,2012-05-30,,
798,"Road-550-W Yellow, 40",BK-R64Y-40,True,True,Yellow,100,75,713.0798,1120.49,40,CM ,17.77,LB ,4,R ,M ,W ,2.0,2012-05-30,,
799,"Road-550-W Yellow, 42",BK-R64Y-42,True,True,Yellow,100,75,713.0798,1120.49,42,CM ,18.13,LB ,4,R ,M ,W ,2.0,2012-05-30,,
800,"Road-550-W Yellow, 44",BK-R64Y-44,True,True,Yellow,100,75,713.0798,1120.49,44,CM ,18.42,LB ,4,R ,M ,W ,2.0,2012-05-30,,
801,"Road-550-W Yellow, 48",BK-R64Y-48,True,True,Yellow,100,75,713.0798,1120.49,48,CM ,18.68,LB ,4,R ,M ,W ,2.0,2012-05-30,,
802,LL Fork,FK-1639,True,True,,500,375,65.8097,148.22,,,,,1,,L ,,10.0,2012-05-30,2013-05-29,
803,ML Fork,FK-5136,True,True,,500,375,77.9176,175.49,,,,,1,,M ,,10.0,2012-05-30,2013-05-29,
804,HL Fork,FK-9939,True,True,,500,375,101.8936,229.49,,,,,1,,H ,,10.0,2012-05-30,2013-05-29,
805,LL Headset,HS-0296,True,True,,500,375,15.1848,34.2,,,,,1,,L ,,11.0,2012-05-30,2013-05-29,
806,ML Headset,HS-2451,True,True,,500,375,45.4168,102.29,,,,,1,,M ,,11.0,2012-05-30,2013-05-29,
807,HL Headset,HS-3479,True,True,,500,375,55.3801,124.73,,,,,1,,H ,,11.0,2012-05-30,2013-05-29,
808,LL Mountain Handlebars,HB-M243,True,True,,500,375,19.7758,44.54,,,,,1,M ,L ,,4.0,2012-05-30,,
809,ML Mountain Handlebars,HB-M763,True,True,,500,375,27.4925,61.92,,,,,1,M ,M ,,4.0,2012-05-30,,
810,HL Mountain Handlebars,HB-M918,True,True,,500,375,53.3999,120.27,,,,,1,M ,H ,,4.0,2012-05-30,,
811,LL Road Handlebars,HB-R504,True,True,,500,375,19.7758,44.54,,,,,1,R ,L ,,4.0,2012-05-30,,
812,ML Road Handlebars,HB-R720,True,True,,500,375,27.4925,61.92,,,,,1,R ,M ,,4.0,2012-05-30,,
813,HL Road Handlebars,HB-R956,True,True,,500,375,53.3999,120.27,,,,,1,R ,H ,,4.0,2012-05-30,,
814,"ML Mountain Frame - Black, 38",FR-M63B-38,True,True,Black,500,375,185.8193,348.76,38,CM ,2.73,LB ,2,M ,M ,U ,12.0,2012-05-30,2013-05-29,
815,LL Mountain Front Wheel,FW-M423,True,True,Black,500,375,26.9708,60.745,,,,,1,M ,L ,,17.0,2012-05-30,2013-05-29,
816,ML Mountain Front Wheel,FW-M762,True,True,Black,500,375,92.8071,209.025,,,,,1,M ,M ,,17.0,2012-05-30,2013-05-29,
817,HL Mountain Front Wheel,FW-M928,True,True,Black,500,375,133.2955,300.215,,,,,1,M ,H ,,17.0,2012-05-30,2013-05-29,
818,LL Road Front Wheel,FW-R623,True,True,Black,500,375,37.9909,85.565,,,900.0,G  ,1,R ,L ,,17.0,2012-05-30,2013-05-29,
819,ML Road Front Wheel,FW-R762,True,True,Black,500,375,110.2829,248.385,,,850.0,G  ,1,R ,M ,,17.0,2012-05-30,2013-05-29,
820,HL Road Front Wheel,FW-R820,True,True,Black,500,375,146.5466,330.06,,,650.0,G  ,1,R ,H ,,17.0,2012-05-30,2013-05-29,
821,Touring Front Wheel,FW-T905,True,True,Black,500,375,96.7964,218.01,,,,,1,T ,,,17.0,2012-05-30,2013-05-29,
822,"ML Road Frame-W - Yellow, 38",FR-R72Y-38,True,True,Yellow,500,375,360.9428,594.83,38,CM ,2.18,LB ,2,R ,M ,W ,14.0,2012-05-30,,
823,LL Mountain Rear Wheel,RW-M423,True,True,Black,500,375,38.9588,87.745,,,,,1,M ,L ,,17.0,2012-05-30,2013-05-29,
824,ML Mountain Rear Wheel,RW-M762,True,True,Black,500,375,104.7951,236.025,,,,,1,M ,M ,,17.0,2012-05-30,2013-05-29,
825,HL Mountain Rear Wheel,RW-M928,True,True,Black,500,375,145.2835,327.215,,,,,1,M ,H ,,17.0,2012-05-30,2013-05-29,
826,LL Road Rear Wheel,RW-R623,True,True,Black,500,375,49.9789,112.565,,,1050.0,G  ,1,R ,L ,,17.0,2012-05-30,2013-05-29,
827,ML Road Rear Wheel,RW-R762,True,True,Black,500,375,122.2709,275.385,,,1000.0,G  ,1,R ,M ,,17.0,2012-05-30,2013-05-29,
828,HL Road Rear Wheel,RW-R820,True,True,Black,500,375,158.5346,357.06,,,890.0,G  ,1,R ,H ,,17.0,2012-05-30,2013-05-29,
829,Touring Rear Wheel,RW-T905,True,True,Black,500,375,108.7844,245.01,,,,,1,T ,,,17.0,2012-05-30,2013-05-29,
830,"ML Mountain Frame - Black, 40",FR-M63B-40,True,True,Black,500,375,185.8193,348.76,40,CM ,2.77,LB ,1,M ,M ,U ,12.0,2012-05-30,2013-05-29,
831,"ML Mountain Frame - Black, 44",FR-M63B-44,True,True,Black,500,375,185.8193,348.76,44,CM ,2.81,LB ,1,M ,M ,U ,12.0,2012-05-30,2013-05-29,
832,"ML Mountain Frame - Black, 48",FR-M63B-48,True,True,Black,500,375,185.8193,348.76,48,CM ,2.85,LB ,1,M ,M ,U ,12.0,2012-05-30,2013-05-29,
833,"ML Road Frame-W - Yellow, 40",FR-R72Y-40,True,True,Yellow,500,375,360.9428,594.83,40,CM ,2.22,LB ,1,R ,M ,W ,14.0,2012-05-30,,
834,"ML Road Frame-W - Yellow, 42",FR-R72Y-42,True,True,Yellow,500,375,360.9428,594.83,42,CM ,2.26,LB ,1,R ,M ,W ,14.0,2012-05-30,,
835,"ML Road Frame-W - Yellow, 44",FR-R72Y-44,True,True,Yellow,500,375,360.9428,594.83,44,CM ,2.3,LB ,1,R ,M ,W ,14.0,2012-05-30,,
836,"ML Road Frame-W - Yellow, 48",FR-R72Y-48,True,True,Yellow,500,375,360.9428,594.83,48,CM ,2.34,LB ,1,R ,M ,W ,14.0,2012-05-30,,
837,"HL Road Frame - Black, 62",FR-R92B-62,True,True,Black,500,375,868.6342,1431.5,62,CM ,2.3,LB ,1,R ,H ,U ,14.0,2012-05-30,,
838,"HL Road Frame - Black, 44",FR-R92B-44,True,True,Black,500,375,868.6342,1431.5,44,CM ,2.12,LB ,1,R ,H ,U ,14.0,2012-05-30,,
839,"HL Road Frame - Black, 48",FR-R92B-48,True,True,Black,500,375,868.6342,1431.5,48,CM ,2.16,LB ,1,R ,H ,U ,14.0,2012-05-30,,
840,"HL Road Frame - Black, 52",FR-R92B-52,True,True,Black,500,375,868.6342,1431.5,52,CM ,2.2,LB ,1,R ,H ,U ,14.0,2012-05-30,,
841,"Men's Sports Shorts, S",SH-M897-S,False,True,Black,4,3,24.7459,59.99,S,,,,0,S ,,M ,22.0,2012-05-30,2013-05-29,
842,"Touring-Panniers, Large",PA-T100,False,True,Grey,4,3,51.5625,125.0,,,,,0,T ,,,35.0,2012-05-30,2013-05-29,
843,Cable Lock,LO-C100,False,True,,4,3,10.3125,25.0,,,,,0,S ,,,34.0,2012-05-30,2013-05-29,
844,Minipump,PU-0452,False,True,,4,3,8.2459,19.99,,,,,0,S ,,,36.0,2012-05-30,2013-05-29,
845,Mountain Pump,PU-M044,False,True,,4,3,10.3084,24.99,,,,,0,M ,,,36.0,2012-05-30,2013-05-29,
846,Taillights - Battery-Powered,LT-T990,False,True,,4,3,5.7709,13.99,,,,,0,R ,,,33.0,2012-05-30,2013-05-29,
847,Headlights - Dual-Beam,LT-H902,False,True,,4,3,14.4334,34.99,,,,,0,R ,,,33.0,2012-05-30,2013-05-29,
848,Headlights - Weatherproof,LT-H903,False,True,,4,3,18.5584,44.99,,,,,0,R ,,,33.0,2012-05-30,2013-05-29,
849,"Men's Sports Shorts, M",SH-M897-M,False,True,Black,4,3,24.7459,59.99,M,,,,0,S ,,M ,22.0,2012-05-30,2013-05-29,
850,"Men's Sports Shorts, L",SH-M897-L,False,True,Black,4,3,24.7459,59.99,L,,,,0,S ,,M ,22.0,2012-05-30,2013-05-29,
851,"Men's Sports Shorts, XL",SH-M897-X,False,True,Black,4,3,24.7459,59.99,XL,,,,0,S ,,M ,22.0,2012-05-30,2013-05-29,
852,"Women's Tights, S",TG-W091-S,False,True,Black,4,3,30.9334,74.99,S,,,,0,S ,,W ,24.0,2012-05-30,2013-05-29,
853,"Women's Tights, M",TG-W091-M,False,True,Black,4,3,30.9334,74.99,M,,,,0,S ,,W ,24.0,2012-05-30,2013-05-29,
854,"Women's Tights, L",TG-W091-L,False,True,Black,4,3,30.9334,74.99,L,,,,0,S ,,W ,24.0,2012-05-30,2013-05-29,
855,"Men's Bib-Shorts, S",SB-M891-S,False,True,Multi,4,3,37.1209,89.99,S,,,,0,S ,,M ,18.0,2012-05-30,2013-05-29,
856,"Men's Bib-Shorts, M",SB-M891-M,False,True,Multi,4,3,37.1209,89.99,M,,,,0,S ,,M ,18.0,2012-05-30,2013-05-29,
857,"Men's Bib-Shorts, L",SB-M891-L,False,True,Multi,4,3,37.1209,89.99,L,,,,0,S ,,M ,18.0,2012-05-30,2013-05-29,
858,"Half-Finger Gloves, S",GL-H102-S,False,True,Black,4,3,9.1593,24.49,S,,,,0,S ,,U ,20.0,2012-05-30,,
859,"Half-Finger Gloves, M",GL-H102-M,False,True,Black,4,3,9.1593,24.49,M,,,,0,S ,,U ,20.0,2012-05-30,,
860,"Half-Finger Gloves, L",GL-H102-L,False,True,Black,4,3,9.1593,24.49,L,,,,0,S ,,U ,20.0,2012-05-30,,
861,"Full-Finger Gloves, S",GL-F110-S,False,True,Black,4,3,15.6709,37.99,S,,,,0,M ,,U ,20.0,2012-05-30,2013-05-29,
862,"Full-Finger Gloves, M",GL-F110-M,False,True,Black,4,3,15.6709,37.99,M,,,,0,M ,,U ,20.0,2012-05-30,2013-05-29,
863,"Full-Finger Gloves, L",GL-F110-L,False,True,Black,4,3,15.6709,37.99,L,,,,0,M ,,U ,20.0,2012-05-30,2013-05-29,
864,"Classic Vest, S",VE-C304-S,False,True,Blue,4,3,23.749,63.5,S,,,,0,S ,,U ,25.0,2013-05-30,,
865,"Classic Vest, M",VE-C304-M,False,True,Blue,4,3,23.749,63.5,M,,,,0,S ,,U ,25.0,2013-05-30,,
866,"Classic Vest, L",VE-C304-L,False,True,Blue,4,3,23.749,63.5,L,,,,0,S ,,U ,25.0,2013-05-30,,
867,"Women's Mountain Shorts, S",SH-W890-S,False,True,Black,4,3,26.1763,69.99,S,,,,0,M ,,W ,22.0,2013-05-30,,
868,"Women's Mountain Shorts, M",SH-W890-M,False,True,Black,4,3,26.1763,69.99,M,,,,0,M ,,W ,22.0,2013-05-30,,
869,"Women's Mountain Shorts, L",SH-W890-L,False,True,Black,4,3,26.1763,69.99,L,,,,0,M ,,W ,22.0,2013-05-30,,
870,Water Bottle - 30 oz.,WB-H098,False,True,,4,3,1.8663,4.99,,,,,0,S ,,,28.0,2013-05-30,,
871,Mountain Bottle Cage,BC-M005,False,True,,4,3,3.7363,9.99,,,,,0,M ,,,28.0,2013-05-30,,
872,Road Bottle Cage,BC-R205,False,True,,4,3,3.3623,8.99,,,,,0,R ,,,28.0,2013-05-30,,
873,Patch Kit/8 Patches,PK-7098,False,True,,4,3,0.8565,2.29,,,,,0,S ,,,37.0,2013-05-30,,
874,"Racing Socks, M",SO-R809-M,False,True,White,4,3,3.3623,8.99,M,,,,0,R ,,U ,23.0,2013-05-30,,
875,"Racing Socks, L",SO-R809-L,False,True,White,4,3,3.3623,8.99,L,,,,0,R ,,U ,23.0,2013-05-30,,
876,Hitch Rack - 4-Bike,RA-H123,False,True,,4,3,44.88,120.0,,,,,0,S ,,,26.0,2013-05-30,,
877,Bike Wash - Dissolver,CL-9009,False,True,,4,3,2.9733,7.95,,,,,0,S ,,,29.0,2013-05-30,,
878,Fender Set - Mountain,FE-6654,False,True,,4,3,8.2205,21.98,,,,,0,M ,,,30.0,2013-05-30,,
879,All-Purpose Bike Stand,ST-1401,False,True,,4,3,59.466,159.0,,,,,0,M ,,,27.0,2013-05-30,,
880,Hydration Pack - 70 oz.,HY-1023-70,False,True,Silver,4,3,20.5663,54.99,70,,,,0,S ,,,32.0,2013-05-30,,
881,"Short-Sleeve Classic Jersey, S",SJ-0194-S,False,True,Yellow,4,3,41.5723,53.99,S,,,,0,S ,,U ,21.0,2013-05-30,,
882,"Short-Sleeve Classic Jersey, M",SJ-0194-M,False,True,Yellow,4,3,41.5723,53.99,M,,,,0,S ,,U ,21.0,2013-05-30,,
883,"Short-Sleeve Classic Jersey, L",SJ-0194-L,False,True,Yellow,4,3,41.5723,53.99,L,,,,0,S ,,U ,21.0,2013-05-30,,
884,"Short-Sleeve Classic Jersey, XL",SJ-0194-X,False,True,Yellow,4,3,41.5723,53.99,XL,,,,0,S ,,U ,21.0,2013-05-30,,
885,"HL Touring Frame - Yellow, 60",FR-T98Y-60,True,True,Yellow,500,375,601.7437,1003.91,60,CM ,3.08,LB ,1,T ,H ,U ,16.0,2013-05-30,,
886,"LL Touring Frame - Yellow, 62",FR-T67Y-62,True,True,Yellow,500,375,199.8519,333.42,62,CM ,3.2,LB ,1,T ,L ,U ,16.0,2013-05-30,,
887,"HL Touring Frame - Yellow, 46",FR-T98Y-46,True,True,Yellow,500,375,601.7437,1003.91,46,CM ,2.96,LB ,1,T ,H ,U ,16.0,2013-05-30,,
888,"HL Touring Frame - Yellow, 50",FR-T98Y-50,True,True,Yellow,500,375,601.7437,1003.91,50,CM ,3.0,LB ,1,T ,H ,U ,16.0,2013-05-30,,
889,"HL Touring Frame - Yellow, 54",FR-T98Y-54,True,True,Yellow,500,375,601.7437,1003.91,54,CM ,3.04,LB ,1,T ,H ,U ,16.0,2013-05-30,,
890,"HL Touring Frame - Blue, 46",FR-T98U-46,True,True,Blue,500,375,601.7437,1003.91,46,CM ,2.96,LB ,1,T ,H ,U ,16.0,2013-05-30,,
891,"HL Touring Frame - Blue, 50",FR-T98U-50,True,True,Blue,500,375,601.7437,1003.91,50,CM ,3.0,LB ,1,T ,H ,U ,16.0,2013-05-30,,
892,"HL Touring Frame - Blue, 54",FR-T98U-54,True,True,Blue,500,375,601.7437,1003.91,54,CM ,3.04,LB ,1,T ,H ,U ,16.0,2013-05-30,,
893,"HL Touring Frame - Blue, 60",FR-T98U-60,True,True,Blue,500,375,601.7437,1003.91,60,CM ,3.08,LB ,1,T ,H ,U ,16.0,2013-05-30,,
894,Rear Derailleur,RD-2308,True,True,Silver,500,375,53.9282,121.46,,,215.0,G  ,1,,,,9.0,2013-05-30,,
895,"LL Touring Frame - Blue, 50",FR-T67U-50,True,True,Blue,500,375,199.8519,333.42,50,CM ,3.1,LB ,1,T ,L ,U ,16.0,2013-05-30,,
896,"LL Touring Frame - Blue, 54",FR-T67U-54,True,True,Blue,500,375,199.8519,333.42,54,CM ,3.14,LB ,1,T ,L ,U ,16.0,2013-05-30,,
897,"LL Touring Frame - Blue, 58",FR-T67U-58,True,True,Blue,500,375,199.8519,333.42,58,CM ,3.16,LB ,1,T ,L ,U ,16.0,2013-05-30,,
898,"LL Touring Frame - Blue, 62",FR-T67U-62,True,True,Blue,500,375,199.8519,333.42,62,CM ,3.2,LB ,1,T ,L ,U ,16.0,2013-05-30,,
899,"LL Touring Frame - Yellow, 44",FR-T67Y-44,True,True,Yellow,500,375,199.8519,333.42,44,CM ,3.02,LB ,1,T ,L ,U ,16.0,2013-05-30,,
900,"LL Touring Frame - Yellow, 50",FR-T67Y-50,True,True,Yellow,500,375,199.8519,333.42,50,CM ,3.1,LB ,1,T ,L ,U ,16.0,2013-05-30,,
