SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,PurchaseOrderNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue
51770,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO1769187686,30009,277.0,2,814,814,5,,17235.8129,1658.6748,518.3359,19412.8236
51771,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO1508157846,29618,282.0,10,658,658,5,8746.0,34352.052,3280.2307,1025.0721,38657.3548
51772,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO1827195162,29698,289.0,6,497,497,5,8743.0,43789.848,4231.109,1322.2216,49343.1786
51773,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO2523163173,29716,281.0,4,1015,1015,5,,35821.6748,3423.4336,1069.823,40314.9314
51774,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO2668194455,29786,290.0,7,704,704,5,,47410.2927,4556.5045,1423.9076,53390.7048
51775,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO2842127356,29817,279.0,5,987,987,5,,38544.3379,3695.1656,1154.7393,43394.2428
51776,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO2871145495,30014,277.0,2,812,812,5,,15681.3497,1700.2007,531.3127,17912.8631
51777,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO3074163604,29593,275.0,3,585,585,5,,7262.256,698.4074,218.2523,8178.9157
51778,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO3161175221,29619,277.0,2,793,793,5,,3051.9477,275.8793,86.2123,3414.0393
51779,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO20242191128,30058,278.0,6,510,510,5,8743.0,63.9,6.3048,1.9703,72.1751
51780,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO18560115626,30011,279.0,5,969,969,5,,10595.429,1009.6295,315.5092,11920.5677
51781,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO20039116715,29797,289.0,6,455,455,5,8743.0,6857.886,636.1528,198.7978,7692.8366
51782,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO19749164559,30078,277.0,2,811,811,5,,1.374,0.1099,0.0344,1.5183
51783,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO18676114917,29818,276.0,1,1104,1104,5,,107270.1188,10427.2505,3258.5158,120955.8851
51784,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO18386130679,29509,277.0,2,816,816,5,,7407.696,726.9833,227.1823,8361.8616
51785,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO19053125995,29713,282.0,10,644,644,5,8746.0,2130.7669,214.7503,67.1095,2412.6267
51786,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO18357130739,29666,274.0,6,468,468,5,8743.0,15842.6141,1636.8361,511.5113,17990.9615
51787,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO19024121068,29952,282.0,10,641,641,5,8746.0,858.9,84.7448,26.4828,970.1276
51788,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO20184119080,29908,282.0,10,654,654,5,8746.0,29.388,2.547,0.7959,32.7309
51789,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO18618169495,29643,280.0,1,899,899,5,,60425.9465,6495.9672,2029.9898,68951.9035
51790,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO18183195762,29828,277.0,2,828,828,5,,15148.1025,1480.7882,462.7463,17091.637
51791,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO18328158624,29911,278.0,6,538,538,5,8743.0,30005.918,2853.5309,891.7284,33751.1773
51792,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO18908126183,29717,283.0,1,851,851,5,,818.7,80.7784,25.2433,924.7217
51793,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO18705168707,29895,289.0,6,524,524,5,8743.0,31666.098,3032.7055,947.7205,35646.524
51794,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO18792199024,30054,277.0,2,796,796,5,,1323.438,130.5792,40.806,1494.8232
51795,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO15921146523,29598,281.0,4,1000,1000,5,,7633.056,720.5731,225.1791,8578.8082
51796,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO18734163485,30085,277.0,5,803,803,5,,20.394,1.9353,0.6048,22.9341
51797,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO16907168167,29991,284.0,1,856,856,5,,31.584,3.1163,0.9738,35.6741
51798,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO16356118068,30036,276.0,4,1093,1093,5,,762.9024,109.8579,34.3306,907.0909
51799,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO16211136640,29945,279.0,5,919,919,5,,700.878,68.2893,21.3404,790.5077
51800,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO14181145795,30024,284.0,1,866,866,5,,2666.2695,252.9368,79.0428,2998.2491
51801,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO13282153776,29630,290.0,7,683,683,5,8745.0,72.162,7.12,2.225,81.507
51802,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO14007177602,29800,283.0,1,839,839,5,,3385.776,325.0345,101.5733,3812.3838
51803,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO13253151713,29777,290.0,7,676,676,5,,1717.8,169.4896,52.9655,1940.2551
51804,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO12064177768,29556,286.0,9,413,413,5,8741.0,868.854,83.7832,26.1822,978.8194
51805,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO13079114537,29495,288.0,8,745,745,5,8745.0,762.9024,109.8579,34.3306,907.0909
51806,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO9425112104,30015,286.0,9,433,433,5,8741.0,14267.0691,1498.941,468.419,16234.4291
51807,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO12122119705,29569,275.0,3,562,562,5,,3669.516,362.0589,113.1434,4144.7183
51808,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO7540152834,30035,275.0,4,626,626,5,,1580.0004,188.5345,58.917,1827.4519
51809,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO6438145374,29523,275.0,4,593,593,5,,43997.5604,4212.7095,1316.4717,49526.7416
51810,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO7453119597,29947,277.0,2,766,766,5,,45822.421,4370.2218,1365.6943,51558.3371
51811,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO8381113111,29926,287.0,10,638,638,5,8746.0,356.898,35.2139,11.0044,403.1163
51812,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO8555114368,29868,282.0,10,648,648,5,8746.0,5194.614,472.4243,147.6326,5814.6709
51813,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO8874185795,29511,276.0,3,1046,1046,5,,857.196,83.6727,26.1477,967.0164
51814,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO7801116238,29706,286.0,9,409,409,5,8741.0,57103.0684,6581.6209,2056.7565,65741.4458
51815,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO8729139087,30005,287.0,10,665,665,5,8746.0,20455.5812,2217.5094,692.9717,23366.0623
51816,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO6293129251,29846,279.0,5,979,979,5,,5195.85,510.8644,159.6451,5866.3595
51817,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO8149119969,29845,288.0,8,748,748,5,8745.0,1822.908,175.9509,54.9847,2053.8436
51818,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO9077115532,29918,289.0,6,460,460,5,8743.0,39731.712,3826.5119,1195.785,44754.0089
51819,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO8758166190,29985,282.0,10,673,673,5,8746.0,7107.954,678.0634,211.8948,7997.9122
51820,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO8584186808,30030,282.0,10,667,667,5,8746.0,4213.104,407.4385,127.3245,4747.867
51821,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO7917148134,29521,281.0,1,1054,1054,5,,4543.104,416.6436,130.2011,5089.9487
51822,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO8845178563,29913,276.0,3,1080,1080,5,,128873.2206,12633.2536,3947.8918,145454.366
51823,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO8642173409,29615,282.0,10,663,663,5,8746.0,98066.5013,11138.1166,3480.6614,112685.2793
51824,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO5800114202,29968,279.0,5,915,915,5,,53024.0016,5171.0313,1615.9473,59810.9802
51825,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO6525184188,29792,275.0,4,597,597,5,,55934.058,5406.3906,1689.4971,63029.9457
51826,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO6148188136,29727,283.0,1,907,907,5,,71283.2401,7830.7018,2447.0943,81561.0362
51827,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO4611117026,30063,281.0,4,1009,1009,5,,22147.2853,2515.1585,785.987,25448.4308
51828,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO5771194719,29924,276.0,3,1002,1002,5,,66047.3337,6328.6242,1977.6951,74353.653
51829,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO5655146578,29506,281.0,4,1082,1082,5,,9885.8499,1024.2329,320.0728,11230.1556
51830,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO7627127132,29617,274.0,1,880,880,5,,112611.9697,10849.6699,3390.5219,126852.1615
51831,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO7598131197,29963,279.0,5,913,913,5,,20403.594,1974.4922,617.0288,22995.115
51832,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO4466177904,29910,289.0,6,502,502,5,8743.0,44160.5991,4216.9588,1317.7996,49695.3575
51833,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO5684113634,29901,276.0,4,1053,1053,5,,30516.5072,2941.0764,919.0864,34376.67
51834,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO7975192665,29665,286.0,9,412,412,5,8741.0,3560.754,321.4285,100.4464,3982.6289
51835,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO7250132094,29526,288.0,8,737,737,5,8745.0,14124.1711,1539.5475,481.1086,16144.8272
51836,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO6351139034,30095,275.0,4,587,587,5,,37414.848,3603.1286,1125.9777,42143.9543
51837,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO5829112816,29609,287.0,8,729,729,5,8745.0,68473.2873,7124.3493,2226.3592,77823.9958
51838,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO4727199391,30112,284.0,1,870,870,5,,39403.722,3806.1895,1189.4342,44399.3457
51839,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO4901195797,29705,278.0,6,459,459,5,8743.0,42829.6815,4102.4775,1282.0242,48214.1832
51840,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO5249136112,29516,286.0,9,424,424,5,8741.0,567.8978,72.6909,22.7159,663.3046
51841,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO6670138864,29731,277.0,2,802,802,5,,32.118,3.1042,0.9701,36.1923
51842,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO4843199898,29560,281.0,4,1030,1030,5,,44628.9968,4306.6814,1345.838,50281.5162
51843,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO2117116809,29544,278.0,6,519,519,5,8743.0,9759.948,915.1972,285.9991,10961.1443
51844,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO4553182082,30022,276.0,4,1041,1041,5,,5069.8348,472.6719,147.71,5690.2167
51845,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO3799111961,29522,276.0,4,1040,1040,5,,46428.3351,4430.5123,1384.5351,52243.3825
51846,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO5162125771,29719,274.0,1,905,905,5,,971.982,93.3103,29.1595,1094.4518
51847,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO2030165560,29830,278.0,6,553,553,5,8743.0,9850.086,951.0042,297.1888,11098.279
51848,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO3219116070,30047,276.0,4,1071,1071,5,,5986.686,581.3338,181.6668,6749.6866
51849,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO2320117582,29784,276.0,4,1078,1078,5,,10805.37,1053.7968,329.3115,12188.4783
51850,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO1856170170,29608,289.0,6,488,488,5,8743.0,66845.6546,6844.9461,2139.0456,75829.6463
51851,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO2262123570,29863,289.0,6,546,546,5,8743.0,3521.495,402.2977,125.718,4049.5107
51852,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO1247171617,29691,279.0,5,940,940,5,,4180.446,399.7051,124.9079,4705.059
51853,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO3596145757,29896,279.0,5,960,960,5,,35496.363,3418.1097,1068.1593,39982.632
51854,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO3335117872,29640,279.0,5,924,924,5,,26.724,2.6368,0.824,30.1848
51855,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO3480115731,29616,275.0,4,608,608,5,,72616.5242,6959.035,2174.6984,81750.2576
51856,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO3654183134,29732,275.0,4,607,607,5,,33634.68,3271.7603,1022.4251,37928.8654
51857,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO3683131763,29923,290.0,7,679,679,5,,94139.2728,10375.703,3242.4072,107757.383
51858,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO3567120722,29940,290.0,7,685,685,5,,122284.4578,13529.6481,4228.015,140042.1209
51859,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO3306186283,29936,284.0,1,852,852,5,,1914.4429,193.4064,60.4395,2168.2888
51860,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO3625164674,29543,277.0,2,827,827,5,,71029.152,6858.7068,2143.3459,80031.2047
51861,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO3712133982,29979,287.0,7,712,712,5,,10284.1936,1126.2789,351.9621,11762.4346
51862,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO4205186101,29590,277.0,3,789,789,5,,4130.982,396.5743,123.9295,4651.4858
51863,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO5046174812,29753,283.0,1,897,897,5,,461.694,44.3226,13.8508,519.8674
51864,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO5568126648,29880,279.0,5,954,954,5,,3855.0766,357.8874,111.8398,4324.8038
51865,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO5742183805,29588,284.0,1,890,890,5,,514.008,49.8515,15.5786,579.4381
51866,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO5945160762,30002,277.0,2,781,781,5,,977.376,93.7778,29.3055,1100.4593
51867,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO7279141150,30061,275.0,4,603,603,5,,5270.5524,543.1692,169.7404,5983.462
51868,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO7714158001,29756,279.0,5,963,963,5,,202.332,19.9634,6.2386,228.534
51869,9,2013-06-30,2013-07-12,2013-07-07,5,False,PO8149116950,29845,288.0,8,748,748,5,8745.0,26.724,2.3971,0.7491,29.8702
51870,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO8439127168,29857,282.0,10,666,666,5,8746.0,404.664,39.9268,12.4771,457.0679
51871,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO9164147296,29790,286.0,9,423,423,5,8741.0,200.052,19.7385,6.1683,225.9588
51872,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO9135141385,29547,286.0,9,422,422,5,8741.0,356.898,35.2139,11.0044,403.1163
51873,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO9280174823,29819,275.0,3,633,633,5,,326.742,31.3233,9.7885,367.8538
51874,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO9773132815,29814,279.0,5,908,908,5,,6557.411,696.2777,217.5868,7471.2755
51875,8,2013-06-30,2013-07-12,2013-07-07,5,False,PO10266131482,30059,286.0,9,426,426,5,8741.0,38978.1074,4448.6601,1390.2063,44816.9738
51876,8,2013-06-30,2013-07-12,2013-07-07,5,True,,18301,,9,29045,29045,1,8741.0,2478.34,198.2672,61.9585,2738.5657
51877,8,2013-06-30,2013-07-12,2013-07-07,5,True,,11409,,7,16811,16811,1,,2394.97,191.5976,59.8743,2646.4419
51878,8,2013-06-30,2013-07-12,2013-07-07,5,True,,11468,,10,22053,22053,1,8746.0,2319.99,185.5992,57.9998,2563.589
51879,8,2013-06-30,2013-07-12,2013-07-07,5,True,,28788,,4,16545,16545,1,8743.0,8.99,0.7192,0.2248,9.934
51880,8,2013-06-30,2013-07-12,2013-07-07,5,True,,12204,,1,29402,29402,1,,22.97,1.8376,0.5743,25.3819
51881,8,2013-06-30,2013-07-12,2013-07-07,5,True,,21407,,9,27187,27187,1,8741.0,42.28,3.3824,1.057,46.7194
51882,8,2013-06-30,2013-07-12,2013-07-07,5,True,,27688,,9,20043,20043,1,8741.0,166.28,13.3024,4.157,183.7394
51883,8,2013-06-30,2013-07-12,2013-07-07,5,True,,15138,,9,22826,22826,1,8741.0,34.99,2.7992,0.8748,38.664
51884,8,2013-06-30,2013-07-12,2013-07-07,5,True,,16338,,9,20601,20601,1,8741.0,58.47,4.6776,1.4618,64.6094
51885,8,2013-06-30,2013-07-12,2013-07-07,5,True,,15640,,9,28102,28102,1,8741.0,2.29,0.1832,0.0573,2.5305
51886,8,2013-06-30,2013-07-12,2013-07-07,5,True,,18293,,9,15289,15289,1,8741.0,2.29,0.1832,0.0573,2.5305
51887,8,2013-06-30,2013-07-12,2013-07-07,5,True,,11530,,6,27981,27981,1,8743.0,78.48,6.2784,1.962,86.7204
51888,8,2013-06-30,2013-07-12,2013-07-07,5,True,,29079,,4,24444,24444,1,,102.48,8.1984,2.562,113.2404
51889,8,2013-06-30,2013-07-12,2013-07-07,5,True,,27659,,1,25696,25696,1,,75.48,6.0384,1.887,83.4054
51890,8,2013-06-30,2013-07-12,2013-07-07,5,True,,15571,,6,25892,25892,1,8743.0,34.89,2.7912,0.8723,38.5535
51891,8,2013-06-30,2013-07-12,2013-07-07,5,True,,24940,,4,12890,12890,1,,34.89,2.7912,0.8723,38.5535
51892,8,2013-06-30,2013-07-12,2013-07-07,5,True,,24293,,4,12659,12659,1,,34.89,2.7912,0.8723,38.5535
51893,8,2013-06-30,2013-07-12,2013-07-07,5,True,,23556,,1,18640,18640,1,,29.99,2.3992,0.7498,33.139
51894,8,2013-06-30,2013-07-12,2013-07-07,5,True,,14567,,6,13346,13346,1,8743.0,96.07,7.6856,2.4018,106.1574
51895,8,2013-06-30,2013-07-12,2013-07-07,5,True,,24994,,4,28110,28110,1,,34.89,2.7912,0.8723,38.5535
51896,8,2013-06-30,2013-07-12,2013-07-07,5,True,,15856,,6,14487,14487,1,8743.0,37.27,2.9816,0.9318,41.1834
51897,8,2013-06-30,2013-07-12,2013-07-07,5,True,,13199,,6,24892,24892,1,8743.0,22.93,1.8344,0.5733,25.3377
51898,8,2013-06-30,2013-07-12,2013-07-07,5,True,,15507,,6,18778,18778,1,8743.0,68.97,5.5176,1.7243,76.2119
51899,8,2013-06-30,2013-07-12,2013-07-07,5,True,,16982,,4,24404,24404,1,,89.97,7.1976,2.2493,99.4169
51900,8,2013-06-30,2013-07-12,2013-07-07,5,True,,14870,,4,27593,27593,1,,85.95,6.876,2.1488,94.9748
51901,8,2013-06-30,2013-07-12,2013-07-07,5,True,,15703,,8,25745,25745,1,,74.98,5.9984,1.8745,82.8529
51902,8,2013-06-30,2013-07-12,2013-07-07,5,True,,13571,,7,24937,24937,1,,144.47,11.5576,3.6118,159.6394
51903,8,2013-06-30,2013-07-12,2013-07-07,5,True,,19344,,8,14804,14804,1,,186.28,14.9024,4.657,205.8394
51904,8,2013-06-30,2013-07-12,2013-07-07,5,True,,14204,,7,28032,28032,1,,71.58,5.7264,1.7895,79.0959
51905,8,2013-06-30,2013-07-12,2013-07-07,5,True,,23941,,8,14051,14051,1,,38.98,3.1184,0.9745,43.0729
51906,8,2013-06-30,2013-07-12,2013-07-07,5,True,,23962,,7,26733,26733,1,,28.99,2.3192,0.7248,32.034
51907,8,2013-06-30,2013-07-12,2013-07-07,5,True,,16192,,10,19127,19127,1,8746.0,29.48,2.3584,0.737,32.5754
51908,8,2013-06-30,2013-07-12,2013-07-07,5,True,,12392,,10,25704,25704,1,8746.0,25.48,2.0384,0.637,28.1554
51909,8,2013-06-30,2013-07-12,2013-07-07,5,True,,11566,,7,29648,29648,1,,54.98,4.3984,1.3745,60.7529
51910,8,2013-06-30,2013-07-12,2013-07-07,5,True,,14079,,6,28111,28111,1,8743.0,37.29,2.9832,0.9323,41.2055
51911,8,2013-06-30,2013-07-12,2013-07-07,5,True,,11746,,1,23233,23233,1,,42.28,3.3824,1.057,46.7194
51912,8,2013-06-30,2013-07-12,2013-07-07,5,True,,13015,,1,18848,18848,1,,35.0,2.8,0.875,38.675
51913,8,2013-06-30,2013-07-12,2013-07-07,5,True,,14329,,4,28698,28698,1,,91.95,7.356,2.2988,101.6048
51914,8,2013-06-30,2013-07-12,2013-07-07,5,True,,22895,,6,14098,14098,1,8743.0,2451.3,196.104,61.2825,2708.6865
51915,8,2013-06-30,2013-07-12,2013-07-07,5,True,,20200,,1,15147,15147,1,,2479.94,198.3952,61.9985,2740.3337
51916,8,2013-06-30,2013-07-12,2013-07-07,5,True,,11693,,6,12246,12246,1,8743.0,2294.99,183.5992,57.3748,2535.964
51917,8,2013-06-30,2013-07-12,2013-07-07,5,True,,28311,,9,26327,26327,1,8741.0,2393.06,191.4448,59.8265,2644.3313
51918,8,2013-06-30,2013-07-12,2013-07-07,5,True,,22330,,4,26395,26395,1,,608.96,48.7168,15.224,672.9008
51919,8,2013-06-30,2013-07-12,2013-07-07,5,True,,22284,,4,23417,23417,1,,600.46,48.0368,15.0115,663.5083
51920,8,2013-06-30,2013-07-12,2013-07-07,5,True,,19413,,1,23285,23285,1,,1145.48,91.6384,28.637,1265.7554
51921,8,2013-06-30,2013-07-12,2013-07-07,5,True,,16392,,7,19560,19560,1,,1249.84,99.9872,31.246,1381.0732
51922,8,2013-07-01,2013-07-13,2013-07-08,5,True,,24611,,9,20799,20799,1,8752.0,1218.98,97.5184,30.4745,1346.9729
51923,8,2013-07-01,2013-07-13,2013-07-08,5,True,,11420,,7,25115,25115,1,,2376.96,190.1568,59.424,2626.5408
51924,8,2013-07-01,2013-07-13,2013-07-08,5,True,,28607,,1,15116,15116,1,,7.95,0.636,0.1988,8.7848
51925,8,2013-07-01,2013-07-13,2013-07-08,5,True,,11091,,6,13550,13550,1,8754.0,13.98,1.1184,0.3495,15.4479
51926,8,2013-07-01,2013-07-13,2013-07-08,5,True,,14557,,9,23619,23619,1,8752.0,63.97,5.1176,1.5993,70.6869
51927,8,2013-07-01,2013-07-13,2013-07-08,5,True,,25811,,9,13148,13148,1,8752.0,86.45,6.916,2.1613,95.5273
51928,8,2013-07-01,2013-07-13,2013-07-08,5,True,,29307,,9,20820,20820,1,8752.0,14.98,1.1984,0.3745,16.5529
51929,8,2013-07-01,2013-07-13,2013-07-08,5,True,,17062,,9,20422,20422,1,8752.0,53.99,4.3192,1.3498,59.659
51930,8,2013-07-01,2013-07-13,2013-07-08,5,True,,15766,,9,17863,17863,1,8752.0,34.99,2.7992,0.8748,38.664
51931,8,2013-07-01,2013-07-13,2013-07-08,5,True,,13615,,9,15416,15416,1,8752.0,7.95,0.636,0.1988,8.7848
51932,8,2013-07-01,2013-07-13,2013-07-08,5,True,,12098,,1,20393,20393,1,,8.99,0.7192,0.2248,9.934
51933,8,2013-07-01,2013-07-13,2013-07-08,5,True,,11276,,6,24521,24521,1,8754.0,31.27,2.5016,0.7818,34.5534
51934,8,2013-07-01,2013-07-13,2013-07-08,5,True,,28237,,4,12233,12233,1,,33.43,2.6744,0.8358,36.9402
51935,8,2013-07-01,2013-07-13,2013-07-08,5,True,,26584,,1,15761,15761,1,,33.98,2.7184,0.8495,37.5479
51936,8,2013-07-01,2013-07-13,2013-07-08,5,True,,11287,,6,25057,25057,1,8754.0,96.07,7.6856,2.4018,106.1574
51937,8,2013-07-01,2013-07-13,2013-07-08,5,True,,17374,,6,14445,14445,1,8754.0,89.46,7.1568,2.2365,98.8533
51938,8,2013-07-01,2013-07-13,2013-07-08,5,True,,24741,,1,16217,16217,1,,32.6,2.608,0.815,36.023
51939,8,2013-07-01,2013-07-13,2013-07-08,5,True,,23670,,1,16343,16343,1,,42.93,3.4344,1.0733,47.4377
51940,8,2013-07-01,2013-07-13,2013-07-08,5,True,,14291,,6,27495,27495,1,8754.0,49.97,3.9976,1.2493,55.2169
51941,8,2013-07-01,2013-07-13,2013-07-08,5,True,,20537,,4,24688,24688,1,,23.97,1.9176,0.5993,26.4869
51942,8,2013-07-01,2013-07-13,2013-07-08,5,True,,11223,,6,12222,12222,1,8754.0,64.98,5.1984,1.6245,71.8029
51943,8,2013-07-01,2013-07-13,2013-07-08,5,True,,12077,,6,29043,29043,1,8754.0,89.47,7.1576,2.2368,98.8644
51944,8,2013-07-01,2013-07-13,2013-07-08,5,True,,18454,,4,29329,29329,1,,68.49,5.4792,1.7123,75.6815
51945,8,2013-07-01,2013-07-13,2013-07-08,5,True,,18835,,4,16549,16549,1,,78.98,6.3184,1.9745,87.2729
51946,8,2013-07-01,2013-07-13,2013-07-08,5,True,,12054,,6,14153,14153,1,8754.0,124.99,9.9992,3.1248,138.114
51947,8,2013-07-01,2013-07-13,2013-07-08,5,True,,16781,,4,16022,16022,1,,64.47,5.1576,1.6118,71.2394
51948,8,2013-07-01,2013-07-13,2013-07-08,5,True,,15319,,4,18581,18581,1,,7.28,0.5824,0.182,8.0444
51949,8,2013-07-01,2013-07-13,2013-07-08,5,True,,16041,,7,20724,20724,1,,64.97,5.1976,1.6243,71.7919
51950,8,2013-07-01,2013-07-13,2013-07-08,5,True,,22818,,10,15259,15259,1,8757.0,56.96,4.5568,1.424,62.9408
51951,8,2013-07-01,2013-07-13,2013-07-08,5,True,,24839,,8,20995,20995,1,,33.43,2.6744,0.8358,36.9402
51952,8,2013-07-01,2013-07-13,2013-07-08,5,True,,24094,,10,16026,16026,1,8757.0,39.98,3.1984,0.9995,44.1779
51953,8,2013-07-01,2013-07-13,2013-07-08,5,True,,25310,,8,27272,27272,1,,60.47,4.8376,1.5118,66.8194
51954,8,2013-07-01,2013-07-13,2013-07-08,5,True,,20958,,8,19829,19829,1,,68.49,5.4792,1.7123,75.6815
51955,8,2013-07-01,2013-07-13,2013-07-08,5,True,,13582,,10,13957,13957,1,8757.0,68.97,5.5176,1.7243,76.2119
51956,8,2013-07-01,2013-07-13,2013-07-08,5,True,,29393,,7,17752,17752,1,8757.0,23.78,1.9024,0.5945,26.2769
51957,8,2013-07-01,2013-07-13,2013-07-08,5,True,,12061,,6,23200,23200,1,8754.0,74.98,5.9984,1.8745,82.8529
51958,8,2013-07-01,2013-07-13,2013-07-08,5,True,,20183,,1,19994,19994,1,,2451.3,196.104,61.2825,2708.6865
51959,8,2013-07-01,2013-07-13,2013-07-08,5,True,,11296,,1,12418,12418,1,,2319.26,185.5408,57.9815,2562.7823
51960,8,2013-07-01,2013-07-13,2013-07-08,5,True,,12283,,10,27322,27322,1,8757.0,1223.84,97.9072,30.596,1352.3432
51961,8,2013-07-01,2013-07-13,2013-07-08,5,True,,26749,,9,21885,21885,1,8752.0,539.99,43.1992,13.4998,596.689
